,Text,Datetime,Location,Hashtags
28331,delighted to be part of an organisation that stands up to corruption henleyafrica corporateactivism lovesa ,17:12:21 07:06:10,"Johannesburg, South Africa","['corruption', 'HenleyAfrica', 'CorporateActivism', 'LoveSA']"
28343,phanzi nge corruption fraud phanzi    is the movement to resolve this cancer thats destroying our country anc54,17:12:21 06:46:55,"Pretoria, South Africa","['corruption', 'fraud', 'ANC54']"
28373,"what about grand corruption against the people when we got a bad deal at codesa and those responsible got billions

colonialism and apartheid were institutionalized corruption and theft on a grand scale

they are statecapture of huge proportions

let s be honest ",17:12:21 06:12:58,South Africa,"['Grand', 'Corruption', 'Codesa', 'StateCapture']"
28387,"why christowiese resigned and sold out his all share
where is it he now
corruption with whites but no coverage by white media houses
          ",17:12:21 06:03:47,South Africa,"['ChristoWiese', 'Corruption', 'whites', 'white']"
28527,thought factory new the  thiefinchief  rsa zuma corruption anc leadership  2 ,17:12:21 00:55:05,"Cape Town, South Africa","['RSA', 'Zuma', 'corruption', 'ANC', 'leadership']"
28558,thought factory  the anc in freefall tipping point or turning point politics rsa corruption  1 ,17:12:20 23:35:06,"Cape Town, South Africa","['ANC', 'politics', 'RSA', 'corruption']"
28589,thought factory new the  thiefinchief  rsa zuma corruption anc leadership  0 ,17:12:20 22:55:07,"Cape Town, South Africa","['RSA', 'Zuma', 'corruption', 'ANC', 'leadership']"
28593,east london atms give you cash thats short hence el people are always counting their cash before leaving an atm corruption,17:12:20 22:46:31,"Cape Town, South Africa",['corruption']
28660,thought factory new the  thiefinchief  rsa zuma corruption anc leadership  22 ,17:12:20 20:40:11,"Cape Town, South Africa","['RSA', 'Zuma', 'corruption', 'ANC', 'leadership']"
28671,why corruption is a humanrights issue important case seeking accountability for corporate wrongdoing resourcingrights bizhumanrights ,17:12:20 20:17:59,"Johannesburg, South Africa","['corruption', 'humanrights', 'resourcingrights', 'bizhumanrights']"
28722,thought factory new the  thiefinchief  rsa zuma corruption anc leadership  20 ,17:12:20 18:40:12,"Cape Town, South Africa","['RSA', 'Zuma', 'corruption', 'ANC', 'leadership']"
28737,central  sa        as liberating as decentralisation may be africas opportunity to rise will be wasted if corruption amp civilwars hinder development ,17:12:20 18:20:46,"Johannesburg, South Africa","['liberating', 'decentralisation', 'opportunity', 'RISE', 'Corruption', 'CivilWars', 'development']"
28810,how can the anc at anc54 not make a simple ruling on the missing 68 votes now this issues drags on and on and on but then again thats the same anc that cannot be decisive on corruption because many of them are guilty,17:12:20 16:40:39,Cape Town,"['ANC', 'ANC54', 'ANC', 'Corruption']"
28850,thought factory new the  thiefinchief  rsa zuma corruption anc leadership  17 ,17:12:20 15:35:10,"Cape Town, South Africa","['RSA', 'Zuma', 'corruption', 'ANC', 'leadership']"
28932,thought factory new the  thiefinchief  rsa zuma corruption anc leadership  15 ,17:12:20 13:30:24,"Cape Town, South Africa","['RSA', 'Zuma', 'corruption', 'ANC', 'leadership']"
28966,thought factory new the  thiefinchief  rsa zuma corruption anc leadership  14 ,17:12:20 12:25:06,"Cape Town, South Africa","['RSA', 'Zuma', 'corruption', 'ANC', 'leadership']"
28976,"blf shall also lead the progressive forces to fight whitemonopolycapital corruption and demand the implementation of the revised miningcharter blf and all other progressive forces must defend the gains of  freeeducation  as part of the ret programme of action
sm ",17:12:20 12:00:19,"Johannesburg, South Africa","['BLF', 'whitemonopolycapital', 'corruption', 'MiningCharter', 'FreeEducation', 'RET']"
28983,cant even go to japan to escape corruption all over the world from the east to the west   the love of   will show you   greed ,17:12:20 11:42:18,"Pretoria, South Africa","['corruption', 'greed']"
29020,thought factory new the  thiefinchief  rsa zuma corruption anc leadership  12 ,17:12:20 10:35:04,"Cape Town, South Africa","['RSA', 'Zuma', 'corruption', 'ANC', 'leadership']"
29026,"false

black south africans are about r 500 000 to r 1 million poorer each as a result of bad a economic deal cyril ramaphosa did at codesa

he on the other hand became r 8 billion richer since then

this is called a

sellout
corruption or
treason

i prefer the word treason ",17:12:20 10:13:54,South Africa,"['Sellout', 'Corruption', 'Treason']"
29036," this is some form of witchcrafthow is a r9 increase considered a reduction this is against cpa mos 
countryduty corruption theft ",17:12:20 09:51:24,"Johannesburg, South Africa","['CountryDuty', 'Corruption', 'Theft']"
29043,thought factory  the anc in freefall tipping point or turning point politics rsa corruption  11 ,17:12:20 09:35:04,"Cape Town, South Africa","['ANC', 'politics', 'RSA', 'corruption']"
29073,thought factory new the  thiefinchief  rsa zuma corruption anc leadership  10 ,17:12:20 08:10:07,"Cape Town, South Africa","['RSA', 'Zuma', 'corruption', 'ANC', 'leadership']"
29086,2019 is the time for change the real change we all want to see the new beginning towards a better life 4 all the  end of corruption,17:12:20 07:34:08,"Durban, South Africa","['better', 'Corruption']"
29107,  whether ramaphosa amp his supporters are serious about anc renewal is moot as they are hopelessly outnumbered amp face deeplyentrenched corruption by a powerful zumapatronagenetwork,17:12:20 06:41:41,"Cape Town, South Africa","['Ramaphosa', 'ANC', 'corruption', 'ZumaPatronageNetwork']"
29116, i know that various ngos the media amp civil society are exposing the deeprooted corruption of the zumapatronagenetwork but state institutions amp our taxes are continuing to be abused to defend amp cover it up its so depressing,17:12:20 06:21:00,"Cape Town, South Africa","['Media', 'corruption', 'ZumaPatronageNetwork']"
29135,thought factory new the  thiefinchief  rsa zuma corruption anc leadership  7 ,17:12:20 05:35:03,"Cape Town, South Africa","['RSA', 'Zuma', 'corruption', 'ANC', 'leadership']"
29140,ndz lost because of zuma the connection amp his name handicapped her campaign guptas statecapture cabinetreshuffle corruption ,17:12:20 05:19:17,South Africa,"['NDZ', 'Zuma', 'Guptas', 'StateCapture', 'cabinetreshuffle', 'Corruption']"
29149, ramaphosa must be harshly to alleviate corruption by taking all powers from zuma as now i mean right now,17:12:20 04:47:01,South africa ,"['Ramaphosa', 'Corruption', 'Zuma']"
29165,thought factory  the anc in freefall tipping point or turning point politics rsa corruption  6 ,17:12:20 04:10:04,"Cape Town, South Africa","['ANC', 'politics', 'RSA', 'corruption']"
29208,thought factory  the anc in freefall tipping point or turning point politics rsa corruption  4 ,17:12:20 02:35:03,"Cape Town, South Africa","['ANC', 'politics', 'RSA', 'corruption']"
29244,thought factory new the  thiefinchief  rsa zuma corruption anc leadership  2 ,17:12:20 00:55:04,"Cape Town, South Africa","['RSA', 'Zuma', 'corruption', 'ANC', 'leadership']"
29281,thought factory  the anc in freefall tipping point or turning point politics rsa corruption  1 ,17:12:19 23:35:04,"Cape Town, South Africa","['ANC', 'politics', 'RSA', 'corruption']"
29302,thought factory new the  thiefinchief  rsa zuma corruption anc leadership  0 ,17:12:19 22:55:07,"Cape Town, South Africa","['RSA', 'Zuma', 'corruption', 'ANC', 'leadership']"
29303,top six calling for a rerun on the entire topsix is indeed a desperate attempt  to keep corruption in the anc,17:12:19 22:52:34,South Africa,"['TopSix', 'corruption', 'ANC']"
29390,thought factory new the  thiefinchief  rsa zuma corruption anc leadership  22 ,17:12:19 20:40:06,"Cape Town, South Africa","['RSA', 'Zuma', 'corruption', 'ANC', 'leadership']"
29430,two dodgy dudes from the zuma camp more corruption rumours of dodgy deals plague mabuza magashule via  ,17:12:19 19:25:42,pretoria,"['zuma', 'corruption']"
29457,thought factory new the  thiefinchief  rsa zuma corruption anc leadership  20 ,17:12:19 18:40:07,"Cape Town, South Africa","['RSA', 'Zuma', 'corruption', 'ANC', 'leadership']"
29534,thought factory new the  thiefinchief  rsa zuma corruption anc leadership  19 ,17:12:19 17:05:11,"Cape Town, South Africa","['RSA', 'Zuma', 'corruption', 'ANC', 'leadership']"
29629,thought factory new the  thiefinchief  rsa zuma corruption anc leadership  17 ,17:12:19 15:35:07,"Cape Town, South Africa","['RSA', 'Zuma', 'corruption', 'ANC', 'leadership']"
29704,thought factory new the  thiefinchief  rsa zuma corruption anc leadership  15 ,17:12:19 13:30:23,"Cape Town, South Africa","['RSA', 'Zuma', 'corruption', 'ANC', 'leadership']"
29755,thought factory new the  thiefinchief  rsa zuma corruption anc leadership  14 ,17:12:19 12:25:10,"Cape Town, South Africa","['RSA', 'Zuma', 'corruption', 'ANC', 'leadership']"
29766,steinhofffraud is the biggest corporate fraud and no one is arrested but they want zuma and the guptas locked up wmc anc54 mediacoverup cr17 must get rid of corruption sa   sm    ,17:12:19 12:12:20,South Africa,"['SteinhoffFraud', 'FRAUD', 'Zuma', 'Guptas', 'WMC', 'ANC54', 'MEDIACOVERUP', 'CR17', 'Corruption']"
29841,thought factory new the  thiefinchief  rsa zuma corruption anc leadership  12 ,17:12:19 10:35:06,"Cape Town, South Africa","['RSA', 'Zuma', 'corruption', 'ANC', 'leadership']"
29864,there two problems remained in the top six of anc dd and ace with them corruption continues ndzhasfallen ancelectiveconference,17:12:19 10:08:43,Pretoria,"['ANC', 'Corruption', 'NDZHasFallen', 'ANCElectiveConference']"
29876,endofanerror zumamustgo zumamustfall corruption idiot freesouthafricafromthisfool ,17:12:19 09:45:51,"Cape Town, South Africa","['endofanerror', 'zumamustgo', 'zumamustfall', 'corruption', 'idiot', 'freesouthafricafromthisfool']"
29882,thought factory  the anc in freefall tipping point or turning point politics rsa corruption  11 ,17:12:19 09:35:05,"Cape Town, South Africa","['ANC', 'politics', 'RSA', 'corruption']"
29886,so apartheid is back  now the blacks amp poor will not be allowed in public places even in toiletharsh days are ahead for blacks be it corruption loot rape of girls killing of poors anc54 top6 ancelectiveconference ancdecides2017 cyrilramaphosa ,17:12:19 09:18:10,South Africa,"['apartheid', 'corruption', 'Loot', 'rape', 'killing', 'ANC54', 'TOP6', 'ANCElectiveConference', 'ANCdecides2017', 'CyrilRamaphosa']"
29908,"note how quickly the anc mobilizes for 68 missing votes but they still can t quite work up the energy to look for 100 billion missing rands
anc54 results corruption ",17:12:19 08:35:23,Johannesburg,"['ANC54', 'Corruption']"
29912,"  maybe they thought i was gonna fall for it   or something 

they make me sick  

lol   this one is for all those negative news reports about the corruption and mismanagement ",17:12:19 08:21:27,"Johannesburg, South Africa","['corruption', 'mismanagement']"
29918,thought factory new the  thiefinchief  rsa zuma corruption anc leadership  10 ,17:12:19 08:10:07,"Cape Town, South Africa","['RSA', 'Zuma', 'corruption', 'ANC', 'leadership']"
29925,"cyrilramaphosa anc corruption sleaze 

ramaphosas victory to many will symbolically represent a kind of ",17:12:19 07:46:37,"Cape Town, South Africa","['cyrilramaphosa', 'anc', 'corruption', 'sleaze']"
29959,the latest environmental news  uj library  igf2017 corruption,17:12:19 06:13:11,"Johannesburg, South Africa","['igf2017', 'corruption']"
29963,"the new group of corruption is here

choice of soldout delegates who used bidvest rooms for luxury treatment they received in favoring cr17
now time for scams statecapture moneylaundaring freely in the command of ramaphosa    ",17:12:19 06:07:28,South Africa,"['Corruption', 'Bidvest', 'CR17', 'scams', 'statecapture', 'moneylaundaring', 'Ramaphosa']"
29967,at the helm in mpumalanga mabuza has by all accounts set himself up atop a fiefdom ruling by fear and violence leaving a trail of political assassinations and allegations of widescale corruption in his wake  via  anc54,17:12:19 05:43:45,South Africa,"['Mpumalanga', 'Mabuza', 'assassinations', 'corruption', 'ANC54']"
29969,thought factory new the  thiefinchief  rsa zuma corruption anc leadership  7 ,17:12:19 05:35:03,"Cape Town, South Africa","['RSA', 'Zuma', 'corruption', 'ANC', 'leadership']"
29975,"i want cyril to deal with zuma amp the criminals around him
statecapture 
corruption
nkandla 
guptas 
ndpp
ancelectiveconference cr17",17:12:19 05:26:39,"Mpumalanga, South Africa","['Cyril', 'Zuma', 'StateCapture', 'Corruption', 'Nkandla', 'Guptas', 'NDPP', 'ANCElectiveConference', 'CR17']"
30009,thought factory  the anc in freefall tipping point or turning point politics rsa corruption  6 ,17:12:19 04:10:05,"Cape Town, South Africa","['ANC', 'politics', 'RSA', 'corruption']"
30048,thought factory  the anc in freefall tipping point or turning point politics rsa corruption  4 ,17:12:19 02:35:04,"Cape Town, South Africa","['ANC', 'politics', 'RSA', 'corruption']"
30101,thought factory new the  thiefinchief  rsa zuma corruption anc leadership  2 ,17:12:19 00:55:05,"Cape Town, South Africa","['RSA', 'Zuma', 'corruption', 'ANC', 'leadership']"
30134,thought factory  the anc in freefall tipping point or turning point politics rsa corruption  1 ,17:12:18 23:35:05,"Cape Town, South Africa","['ANC', 'politics', 'RSA', 'corruption']"
30149,thought factory new the  thiefinchief  rsa zuma corruption anc leadership  0 ,17:12:18 22:55:07,"Cape Town, South Africa","['RSA', 'Zuma', 'corruption', 'ANC', 'leadership']"
30160,"so white votebuying is ok and is not corruption

that is a clear racist statement

not your fault

you have been brainwashed by whitemedia

like

 
 
 ",17:12:18 22:29:49,South Africa,"['White', 'VoteBuying', 'Corruption', 'Racist', 'Brainwashed', 'WhiteMedia']"
30219,thought factory new the  thiefinchief  rsa zuma corruption anc leadership  22 ,17:12:18 20:40:10,"Cape Town, South Africa","['RSA', 'Zuma', 'corruption', 'ANC', 'leadership']"
30260,integrity is achieved when there is alignment in what we think say and do do the choices of the top6 communicate zero tolerance for corruption what you do anc speaks so loudly that i cant hear what you say anc54 ancdecides,17:12:18 19:01:30,"Sandton, South Africa","['Integrity', 'Top6', 'corruption', 'ANC', 'ANC54', 'ANCDecides']"
30264,so after win of ramaphosa it is sure harsh days are ahead for poors and blacks every evil will be back in sa be it apartheid be it corruption be it loot be it killing without any doubt its a blackday in history of sa anc54   ,17:12:18 18:49:44,South Africa,"['ramaphosa', 'apartheid', 'Corruption', 'Loot', 'Killing', 'BlackDay', 'ANC54']"
30270,thought factory new the  thiefinchief  rsa zuma corruption anc leadership  20 ,17:12:18 18:40:12,"Cape Town, South Africa","['RSA', 'Zuma', 'corruption', 'ANC', 'leadership']"
30296,wishing ramaphosa all the best in his fight against corruption amp statecapture especially with ace as his sg anc54,17:12:18 17:45:21,Johannesburg,"['Ramaphosa', 'corruption', 'statecapture', 'ANC54']"
30323,he cant believelead us well  anc54 cr17siyavuma cr17 fight statecapture corruption ,17:12:18 17:20:34,"Pretoria, South Africa","['ANC54', 'CR17siyavuma', 'CR17', 'StateCapture', 'Corruption']"
30335,thought factory new the  thiefinchief  rsa zuma corruption anc leadership  19 ,17:12:18 17:05:17,"Cape Town, South Africa","['RSA', 'Zuma', 'corruption', 'ANC', 'leadership']"
30367, anc54 my job to cr17 when this ancconference2017 end he must graph a contract for  to fill that vacant of ndpp smalema  skabs matic its time the law plays its part on statecapture amp corruption,17:12:18 16:36:57,South Africa,"['ANC54', 'CR17', 'ANCConference2017', 'NDPP', 'StateCapture', 'corruption']"
30412,mfusi corruption corruptionwatch it all starts here,17:12:18 16:05:50,"Johannesburg, South Africa","['corruption', 'CorruptionWatch']"
30440,thought factory new the  thiefinchief  rsa zuma corruption anc leadership  17 ,17:12:18 15:35:09,"Cape Town, South Africa","['RSA', 'Zuma', 'corruption', 'ANC', 'leadership']"
30493,wierzycka statecapture corruption are criminal offenses and not political they must pay for their crimes,17:12:18 13:56:47,Johannesburg,"['statecapture', 'Corruption']"
30499,  actually you have the wrong score card for ease of reference  here it is  1 khwezi 2 nkandla 3 sononokhoza  4 guptagate  5 nenegate  6 junkstatus  7rand 8 sabc 9 corruption 10 saa  to be continued  antizumamarches,17:12:18 13:40:08,"Pretoria, South Africa","['Khwezi', 'Nkandla', 'SononoKhoza', 'Guptagate', 'Nenegate', 'JunkStatus', 'Rand', 'SABC', 'Corruption', 'SAA', 'AntiZumaMarches']"
30505,thought factory new the  thiefinchief  rsa zuma corruption anc leadership  15 ,17:12:18 13:25:08,"Cape Town, South Africa","['RSA', 'Zuma', 'corruption', 'ANC', 'leadership']"
30536,thought factory new the  thiefinchief  rsa zuma corruption anc leadership  14 ,17:12:18 12:25:06,"Cape Town, South Africa","['RSA', 'Zuma', 'corruption', 'ANC', 'leadership']"
30546,hypocrisy   justice has still not prevailed and the old guard has been rewarded   corruption anc54  must address such ,17:12:18 11:55:39,"Pretoria, South Africa","['corruption', 'ANC54']"
30552,apparently ret wont deal with wmc   anc54 hegelian dialectic at play  corruption in action enabler  beneficiary   ancdecides ,17:12:18 11:40:36,"Pretoria, South Africa","['ANC54', 'corruption', 'ANCDecides']"
30568,freeeducation nhi   these are possible but not when such corruption is allowed to flourish ,17:12:18 11:14:13,"Pretoria, South Africa","['FreeEducation', 'NHI', 'corruption']"
30581,thought factory new the  thiefinchief  rsa zuma corruption anc leadership  12 ,17:12:18 10:35:05,"Cape Town, South Africa","['RSA', 'Zuma', 'corruption', 'ANC', 'leadership']"
30609,thought factory  the anc in freefall tipping point or turning point politics rsa corruption  11 ,17:12:18 09:35:05,"Cape Town, South Africa","['ANC', 'politics', 'RSA', 'corruption']"
30615, add a generous serving of corruption and brownenvelopes,17:12:18 09:07:54,South Africa ,"['Corruption', 'BrownEnvelopes']"
30630,thought factory new the  thiefinchief  rsa zuma corruption anc leadership  10 ,17:12:18 08:10:06,"Cape Town, South Africa","['RSA', 'Zuma', 'corruption', 'ANC', 'leadership']"
30634,so markusjooste wiped out my first years pension and many others with the steinhoffsacndal when will his assets be sold off and he thrown into prison to give the millions lost back to the south africans from whom he effectively stole corruption steinhofffraud,17:12:18 07:51:12,"George, South Africa","['MarkusJooste', 'SteinhoffSacndal', 'Corruption', 'SteinhoffFraud']"
30635,  mabuza and magashula belong to same whats up group with zuma corruption to the next level,17:12:18 07:50:23,South africa ,['Corruption']
30642,nototribalism and corruption vote for ramaphosa cr17 cr   lectures  ,17:12:18 07:25:20,"Johannesburg, South Africa","['NoToTribalism', 'corruption', 'CR17', 'CR']"
30653,"   yes obviously a person with numerous achievements like marikanamassacre corruption  ramaphosaleaks etc is the best choice to become the president
well said buddy
anc54 
ancelectiveconference
ancconference ",17:12:18 07:06:18,"Johannesburg, South Africa","['MarikanaMassacre', 'Corruption', 'RamaphosaLeaks', 'ANC54', 'ANCElectiveConference', 'ANCConference']"
30681,the normalisation of corruption  via  corruption media politics fb,17:12:18 05:57:38,"Tshwane, Gauteng, South Africa","['corruption', 'media', 'politics', 'fb']"
30685,thought factory new the  thiefinchief  rsa zuma corruption anc leadership  7 ,17:12:18 05:35:03,"Cape Town, South Africa","['RSA', 'Zuma', 'corruption', 'ANC', 'leadership']"
30693,"us senator bob corker said he hasn t read the tax bill denies changing his vote in exchange for personal tax breaks 
corkerkickback corruption ",17:12:18 04:51:03,"Cape Town, South Africa","['CorkerKickback', 'Corruption']"
30714,thought factory  the anc in freefall tipping point or turning point politics rsa corruption  6 ,17:12:18 04:10:04,"Cape Town, South Africa","['ANC', 'politics', 'RSA', 'corruption']"
30728,"muthambi warns of implications of corruption
read more gt  ",17:12:18 04:00:01,Pretoria,['corruption']
30791,thought factory  the anc in freefall tipping point or turning point politics rsa corruption  4 ,17:12:18 02:35:03,"Cape Town, South Africa","['ANC', 'politics', 'RSA', 'corruption']"
30835,thought factory new the  thiefinchief  rsa zuma corruption anc leadership  2 ,17:12:18 00:55:03,"Cape Town, South Africa","['RSA', 'Zuma', 'corruption', 'ANC', 'leadership']"
30846,"true

the bias of white media is shameful

this is corruption and votebuying

ramaphosa cr17 

ancelectiveconference2017 ",17:12:18 00:32:12,South Africa,"['White', 'Corruption', 'VoteBuying', 'Ramaphosa', 'CR17', 'ANCElectiveConference2017']"
30852,"breaking news

anc spokesman zizi kodwa advises anc members to  take the money but still vote with your conscience 

ancvotes ancconference 

votebuying is bribery and corruption 

ancconference2017 ",17:12:18 00:18:43,South Africa,"['ANC', 'ANCVotes', 'ANCConference', 'VoteBuying', 'Bribery', 'Corruption', 'ANCConference2017']"
30853,"breaking news

mathews phosa  it is true that money has been used to influence the outcome of this anc conference

i was told that money was exchanging hands at gate 16 at nasrec i did not go there to investigate 

votebuying is corruption 

it is bribery",17:12:18 00:14:26,South Africa,"['VoteBuying', 'Corruption', 'Bribery']"
30874,"breaking news

shocking claims of votebuying is being made by several anc leaders including zikalala and mathews phosa

we call for full investigation

bidvest has provided funding for hotel rooms

sacp even admits to providing  pocket money 

votebuying is corruption ",17:12:17 23:44:34,South Africa,"['VoteBuying', 'VoteBuying', 'Corruption']"
30875,"breaking news 

sihle zikalala accuses bidvest of using money paid hotel rooms to buy influence with anc delegates

bidvest has allegedly booked a hotel at monte casino for certain anc delegates

we call for an investigation on this 

this is votebuying is corruption",17:12:17 23:36:52,South Africa,"['VoteBuying', 'Corruption']"
30876,thought factory  the anc in freefall tipping point or turning point politics rsa corruption  1 ,17:12:17 23:35:03,"Cape Town, South Africa","['ANC', 'politics', 'RSA', 'corruption']"
30890,thought factory new the  thiefinchief  rsa zuma corruption anc leadership  0 ,17:12:17 22:55:04,"Cape Town, South Africa","['RSA', 'Zuma', 'corruption', 'ANC', 'leadership']"
30947,thought factory new the  thiefinchief  rsa zuma corruption anc leadership  22 ,17:12:17 20:40:08,"Cape Town, South Africa","['RSA', 'Zuma', 'corruption', 'ANC', 'leadership']"
30999,thought factory new the  thiefinchief  rsa zuma corruption anc leadership  20 ,17:12:17 18:40:06,"Cape Town, South Africa","['RSA', 'Zuma', 'corruption', 'ANC', 'leadership']"
31038,"this stuff just exasperates the racialdivide in sa i am pretty sure the  average  mean or mode southafrican wishes justice against a very broad concept of corruption in our country 

democracy accountability ruleoflaw freepress stability  ",17:12:17 17:05:22,South Africa ,"['RacialDivide', 'SA', 'SouthAfrican', 'Corruption', 'Democracy', 'Accountability', 'RuleOfLaw', 'FreePress', 'Stability']"
31039,thought factory new the  thiefinchief  rsa zuma corruption anc leadership  19 ,17:12:17 17:05:09,"Cape Town, South Africa","['RSA', 'Zuma', 'corruption', 'ANC', 'leadership']"
31047,corruption zumamustgo whatawanker anc ,17:12:17 16:46:05,"Cape Town, South Africa","['corruption', 'zumamustgo', 'whatawanker', 'anc']"
31068,"mantashe said to the press that the conference will not fall apart hes only partly right something cannot fall apart if it has already fallen apart
anc53 ancelectiveconference2017 democracy zuma corruption",17:12:17 15:54:51,South Africa,"['Mantashe', 'ANC53', 'ANCElectiveConference2017', 'Democracy', 'Zuma', 'Corruption']"
31081,thought factory new the  thiefinchief  rsa zuma corruption anc leadership  17 ,17:12:17 15:35:05,"Cape Town, South Africa","['RSA', 'Zuma', 'corruption', 'ANC', 'leadership']"
31144,thought factory new the  thiefinchief  rsa zuma corruption anc leadership  15 ,17:12:17 13:10:08,"Cape Town, South Africa","['RSA', 'Zuma', 'corruption', 'ANC', 'leadership']"
31155,thought factory new the  thiefinchief  rsa zuma corruption anc leadership  14 ,17:12:17 12:25:04,"Cape Town, South Africa","['RSA', 'Zuma', 'corruption', 'ANC', 'leadership']"
31171,"breaking news

it has emerged that bidvest has booked several rooms on behalf of anc delegates

this has been condemned by various anc sources as well as political observers it is clear that capitalist interests have an agenda to influence

this is corruption",17:12:17 11:18:07,South Africa,"['Capitalist', 'Corruption']"
31183,thought factory new the  thiefinchief  rsa zuma corruption anc leadership  12 ,17:12:17 10:35:04,"Cape Town, South Africa","['RSA', 'Zuma', 'corruption', 'ANC', 'leadership']"
31204,thought factory  the anc in freefall tipping point or turning point politics rsa corruption  11 ,17:12:17 09:35:05,"Cape Town, South Africa","['ANC', 'politics', 'RSA', 'corruption']"
31216,"and corruption by zuma and his cronies is called another day at the office
ancconference2017 statecapture corruption ",17:12:17 09:07:02,South Africa,"['ANCConference2017', 'StateCapture', 'Corruption']"
31219,there is no colourcoding when it comes to greed corruption and statecapture steinhofffraud steinhoff,17:12:17 08:52:30,South Africa,"['ColourCoding', 'Greed', 'Corruption', 'StateCapture', 'SteinhoffFraud', 'Steinhoff']"
31228, there is no colourcoding when it comes to greed corruption and statecapture,17:12:17 08:33:20,South Africa,"['ColourCoding', 'Greed', 'Corruption', 'StateCapture']"
31235,ancyl leader condemns media courts cr17 wmc doesnt condemn corruption guptas   rocketscientist,17:12:17 08:10:37,South Africa,"['ANCYL', 'CR17', 'WMC', 'Corruption', 'Guptas', 'rocketscientist']"
31236,thought factory new the  thiefinchief  rsa zuma corruption anc leadership  10 ,17:12:17 08:10:05,"Cape Town, South Africa","['RSA', 'Zuma', 'corruption', 'ANC', 'leadership']"
31252,rsa wierzycka you dont have to agree but at least she has the balls to take on this corruption its going to take millions of rands  for legal costs to fight this battle and she had stood up so stop winging about other kak and support the cause for a better future for southafrica  ,17:12:17 07:23:28,"Cape Town, South Africa","['Corruption', 'SouthAfrica']"
31260,wierzycka thank you for taking on this massive task corruption  you are a true southafrica hero we salute you and will support you all the way if the hawks npa etc are captured we the people will take back southafrica  ,17:12:17 07:03:19,"Cape Town, South Africa","['Corruption', 'SouthAfrica', 'Hawks', 'NPA', 'captured', 'SouthAfrica']"
31280,thought factory new the  thiefinchief  rsa zuma corruption anc leadership  7 ,17:12:17 05:35:03,"Cape Town, South Africa","['RSA', 'Zuma', 'corruption', 'ANC', 'leadership']"
31329,thought factory  the anc in freefall tipping point or turning point politics rsa corruption  4 ,17:12:17 02:35:04,"Cape Town, South Africa","['ANC', 'politics', 'RSA', 'corruption']"
31364,thought factory new the  thiefinchief  rsa zuma corruption anc leadership  2 ,17:12:17 00:55:04,"Cape Town, South Africa","['RSA', 'Zuma', 'corruption', 'ANC', 'leadership']"
31388,thought factory  the anc in freefall tipping point or turning point politics rsa corruption  1 ,17:12:16 23:35:04,"Cape Town, South Africa","['ANC', 'politics', 'RSA', 'corruption']"
31393,thought factory new the  thiefinchief  rsa zuma corruption anc leadership  0 ,17:12:16 22:55:06,"Cape Town, South Africa","['RSA', 'Zuma', 'corruption', 'ANC', 'leadership']"
31436,thought factory new the  thiefinchief  rsa zuma corruption anc leadership  22 ,17:12:16 20:40:07,"Cape Town, South Africa","['RSA', 'Zuma', 'corruption', 'ANC', 'leadership']"
31458, the why didnt hecorruption,17:12:16 19:35:02,"Johannesburg, South Africa",['Corruption']
31480,thought factory new the  thiefinchief  rsa zuma corruption anc leadership  20 ,17:12:16 18:40:07,"Cape Town, South Africa","['RSA', 'Zuma', 'corruption', 'ANC', 'leadership']"
31514, steinhoff deloitte and other white monopoly will pay for the freehighereducation with the money they stole corruption,17:12:16 17:22:22,"Soshanguve, South Africa","['FreeHigherEducation', 'corruption']"
31529,zuma sounded a lot like trump blaming the media for doing their work amp exposing corruption anc45 i mean anc54      da ,17:12:16 16:45:20,"Potchefstroom, South Africa","['Zuma', 'Trump', 'Corruption', 'ANC45', 'ANC54']"
31600,anc54thnationalconference  south africans are waiting for the leadership that would promote eithical amp good governance with no corruption,17:12:16 13:54:24,"Durban, South Africa","['ANC54thNationalConference', 'Corruption']"
31638,thought factory new the  thiefinchief  rsa zuma corruption anc leadership  14 ,17:12:16 12:25:03,"Cape Town, South Africa","['RSA', 'Zuma', 'corruption', 'ANC', 'leadership']"
31667,thought factory new the  thiefinchief  rsa zuma corruption anc leadership  12 ,17:12:16 10:35:02,"Cape Town, South Africa","['RSA', 'Zuma', 'corruption', 'ANC', 'leadership']"
31682,thought factory  the anc in freefall tipping point or turning point politics rsa corruption  11 ,17:12:16 09:35:03,"Cape Town, South Africa","['ANC', 'politics', 'RSA', 'corruption']"
31705, without the massive corruption and bloated public service of the zuma administration free education is a lot more feasible whatever ills he had behind him free education in sa will at least leave him with a positive legacy cr17 needs to recall him and deliver,17:12:16 08:17:19,South Africa,"['corruption', 'Zuma', 'CR17']"
31710,thought factory new the  thiefinchief  rsa zuma corruption anc leadership  10 ,17:12:16 08:10:04,"Cape Town, South Africa","['RSA', 'Zuma', 'corruption', 'ANC', 'leadership']"
31720, he thinks jus maybe we might figive him for corruption nkandla khwezi in truth its too late babakaduduzane,17:12:16 07:32:03,"Sandton, South Africa","['Corruption', 'nkandla', 'Khwezi', 'babakaduduzane']"
31754, she is a servant of certain people zuma guptas  and you are one of the beneficiariescorruption while millions still live in poverty,17:12:16 06:04:48,"Cape Town, South Africa","['Zuma', 'Guptas', 'Corruption']"
