,Text,Datetime,Location,Hashtags
30054, destroying  gupta and zuma anc families who benefited  corruptly should be every good south africans priority including their associates,17:12:01 18:15:34,Soweto,"['Gupta', 'Zuma', 'ANC']"
30057,thought factory  southafrica a crisis misunderstood politics leadership zuma anc protest  19 ,17:12:01 17:25:08,"Cape Town, South Africa","['SouthAfrica', 'politics', 'leadership', 'Zuma', 'ANC', 'protest']"
30058,thought factory new the  thiefinchief  southafrica zuma corruption statecapture leadership  19 ,17:12:01 17:05:17,"Cape Town, South Africa","['SouthAfrica', 'Zuma', 'corruption', 'StateCapture', 'leadership']"
30059,zuma tells gigaba save r25b so what do they do spend r11m on luxury cars anc,17:12:01 16:59:52,South Africa,"['ZUMA', 'Gigaba', 'ANC']"
30061,what   from koosbekker from naspers amp multichoice using the zuma narrative  there is nothing illegal or criminal  the issue mnr is is it ethical get it ethicsintegrity not legality brucebusiness,17:12:01 16:25:17,South Africa,"['KoosBekker', 'Naspers', 'MultiChoice', 'Zuma', 'BruceBusiness']"
30063,im eef supporter but im so concern about this zuma legacy within  are they allowing themselves into the situation of when a kings dies his son becomes the next king in this case its the wife or should we say an exwife,17:12:01 16:05:23,"Rustenburg, South Africa","['EEF', 'zuma']"
30065,adams he might not even know about the letter therefore we cannot go to court on an urgent bases we will take the decision to litigate when or if he responds zuma,17:12:01 15:52:00,Midrand,['Zuma']
30066,the das lawyers wrote to the prosecutions boss demanding that he give feedback on whether the president made fresh representations in relation to the 783 charges against president jacob zuma,17:12:01 15:51:37,Midrand,['Zuma']
30067,the da spokesperson portia adams says they received information that ndpp shaun abrahams is not in the country zuma,17:12:01 15:51:07,Midrand,['Zuma']
30068,if only the zuma 783charges  guptaleaks saa  eskominquiry were to unfold in rsa ,17:12:01 15:13:18,South Africa ,"['zuma', '783charges', 'GuptaLeaks', 'SAA', 'EskomInquiry']"
30069,proudly brought to you by the incompetentevil amp corrupt  and yes that includes you ndz17 amp cr17 amp zuma amp zupta amp firepool ,17:12:01 15:05:29,South Africa,"['NDZ17', 'CR17', 'zuma', 'zupta', 'firepool']"
30071,on air ancmp has voted for unity to replace jacob zuma as the party s president for some analysis on this were joined via skype by political analyst somadoda fikeni dstv 403,17:12:01 14:33:31,South Africa,"['ANCMP', 'Zuma', 'DStv']"
30072,057 here are the court papers pls wake up from your deep   why is zuma fighting spytapes if he is innocent only guilty people hide evidence,17:12:01 14:25:51,South Africa,"['Zuma', 'SpyTapes']"
30073,thought factory  southafrica a crisis misunderstood politics leadership zuma anc protest  16 ,17:12:01 14:25:08,"Cape Town, South Africa","['SouthAfrica', 'politics', 'leadership', 'Zuma', 'ANC', 'protest']"
30074, multichoice sagacabinetministers will never be held accountable for statecapture as their role is to protect zuma in return for which he will protect them just as hes done for muthambi zwane joematpetterson bathabiledlamini,17:12:01 14:13:21,"Cape Town, South Africa","['MultiChoice', 'CabinetMinisters', 'StateCapture', 'Zuma', 'Muthambi', 'Zwane', 'JoematPetterson', 'BathabileDlamini']"
30075,zumas anc is so divided we miss the peoples anc,17:12:01 13:36:28,"Soweto, South Africa","['Zuma', 'ANC']"
30076,perhaps  ceo should set a good example to politicians sa  and fall on his sword for systemoutage disgrace maybe zuma can learn by good example,17:12:01 13:06:23,Cape Town,"['politicians', 'systemoutage', 'disgrace', 'zuma']"
30077,thought factory  southafrica a crisis misunderstood politics leadership zuma anc protest  14 ,17:12:01 12:55:03,"Cape Town, South Africa","['SouthAfrica', 'politics', 'leadership', 'Zuma', 'ANC', 'protest']"
30080,da wants answers from npa on zuma representations  ,17:12:01 12:18:31,Midrand,['Zuma']
30081,da wants answers from npa on zuma representations  ,17:12:01 12:18:31,South Africa,['Zuma']
30084,maimane president jacob zuma can only hide for so long make no mistake he will have his day in court and he will face the criminal charges leveled against him,17:12:01 11:56:31,Midrand,['Zuma']
30085,maimane we cannot allow shaun abrahams to consider these representations in secret as he cannot be trusted to oversee this matter in an independent and robust manner zuma,17:12:01 11:56:02,Midrand,['Zuma']
30086,da leader mmusi maimane says if the president made fresh representations it must be shared with all interested parties by 16h00 today zuma,17:12:01 11:55:37,Midrand,['Zuma']
30087,da has written to npa boss shaunabrahams compelling him to provide confirmation on whether president jacob zuma made representations in relation to the 783 charges against him,17:12:01 11:55:11,Midrand,"['ShaunAbrahams', 'Zuma']"
30089,thought factory  southafrica a crisis misunderstood politics leadership zuma anc protest  13 ,17:12:01 11:35:04,"Cape Town, South Africa","['SouthAfrica', 'politics', 'leadership', 'Zuma', 'ANC', 'protest']"
30090,imagine   without zuma gupta koosbekker jimmymanyi mervyndirks oscarpistorius mduduzimanana ,17:12:01 11:34:30,Cape Town,"['Zuma', 'Gupta', 'KoosBekker', 'JimmyManyi', 'MervynDirks', 'OscarPistorius', 'MduduziManana']"
30091,"zuma presses forward 

gigaba confirms that free university education will go ahead  via ",17:12:01 11:30:38,"Johannesburg, SA","['Zuma', 'Gigaba']"
30093,"mock trial conducted for zuma
  mocktrial",17:12:01 10:48:00,South Africa,"['Zuma', 'MockTrial']"
30094, could it be coz zuma has never corrected and apologised for his aids shower comment and his gullible followers believe him,17:12:01 10:40:10,"East London, South Africa",['Zuma']
30096,thought factory new the  thiefinchief  southafrica zuma corruption statecapture leadership  12 ,17:12:01 10:35:04,"Cape Town, South Africa","['SouthAfrica', 'Zuma', 'corruption', 'StateCapture', 'leadership']"
30097,zuma expressed concern about his legacy at the lastsupper  he need not worry he is going to be remembered as the the most hated president of south africa  ,17:12:01 10:16:07,South Africa,"['Zuma', 'LastSupper']"
30098,shaunabrahams amp gravitas go together like amish amp formula 1 zuma statecapture npa  via ,17:12:01 09:59:33,"Pretoria, South Africa","['ShaunAbrahams', 'Amish', 'Zuma', 'statecapture', 'NPA']"
30099, while over half your people are enslaved to unemployment amp poverty zuma,17:12:01 09:50:06,"Centurion, South Africa",['Zuma']
30100,thought factory  southafrica a crisis misunderstood politics leadership zuma anc protest  11 ,17:12:01 09:40:06,"Cape Town, South Africa","['SouthAfrica', 'politics', 'leadership', 'Zuma', 'ANC', 'protest']"
30101,not long for dlamini to do a u turn no surprises as his   apologies etc for being a zuma lackey was so stage managed big ups to sacp for having the balls cosatu mealy mouthed ,17:12:01 09:32:37,South Africa,"['Dlamini', 'Zuma', 'SACP', 'Cosatu']"
30102,npa shaunabrahams will have to grow massive testicular fortitude if he wants to go against the high court and sca rulings on zumas charges ,17:12:01 09:31:44,South Africa,"['NPA', 'ShaunAbrahams', 'Zuma']"
30103,good read  on gutless shaun anyone seen him last report he was at the airport in dubai is he back yet npa zuma abrahams ,17:12:01 09:29:27,South Africa,"['Shaun', 'Dubai', 'NPA', 'Zuma', 'Abrahams']"
30106,thought factory new the  thiefinchief  southafrica zuma corruption statecapture leadership  10 ,17:12:01 08:10:07,"Cape Town, South Africa","['SouthAfrica', 'Zuma', 'corruption', 'StateCapture', 'leadership']"
30107,zuma has promised many things to many people  all to gain votes how can people still trust zumas and anc we see daily how they abuse sans hard earned money for the selfish greedy ways if you vote anc then u should not complain abt crime poverty joblosses inflation ,17:12:01 08:07:55,South Africa,"['Zuma', 'ZumaS', 'ANC', 'Abuse', 'SAns', 'Selfish', 'Greedy', 'ANC', 'CRIME', 'Poverty', 'Joblosses', 'inflation']"
30110,"why is whitemedia having only two topics zuma amp guptas
till               
if you have proof reveal them or stop defaming amp spreading fakenews
    ",17:12:01 07:57:12,"Johannesburg, South Africa","['WhiteMedia', 'ZUMA', 'GUPTAS', 'fakenews']"
30111,we are outraged by reports of the auctioning of migrants in libya and unlawful detention of thousands said zuma ,17:12:01 07:42:52,South Africa,['Zuma']
30113,"you know we get classes for topics like corruption loot backstabbing loot fakepropaganda that too by your whitemedia
and in the last you need to blame zuma amp guptas only
     sm  ",17:12:01 07:33:40,"Randburg, South Africa","['Corruption', 'Loot', 'Backstabbing', 'loot', 'Fakepropaganda', 'Whitemedia', 'blame', 'Zuma', 'Guptas']"
30115,zuma calls for action on libyaslavetrade as he ends coteivoire visit ,17:12:01 07:20:01,"Cape Town, South Africa","['Zuma', 'LibyaSlaveTrade', 'CoteIvoire']"
30116,"zuma  fearing for his legacy   

the only  legacy  he and his party will leave is 

1 corruption
2 soe s drowning in debt
3 statecapture 
4 high debt service costs
5 the lack of trust in politicians
6 lack of accountability
7 a broken npa and hawks ",17:12:01 07:01:16,Cape Town,"['Zuma', 'Corruption', 'StateCapture']"
30117,drmakhosikhoza says zuma laughed when anc lost metros ,17:12:01 06:52:31,South Africa,"['DrMakhosiKhoza', 'Zuma', 'ANC']"
30118,anc zuma is splitting southafrica but uniting opposition parties against corruption guptas statecapture  da ,17:12:01 06:41:30,South Africa,"['ANC', 'Zuma', 'SouthAfrica', 'corruption', 'Guptas', 'StateCapture']"
30119,thought factory  southafrica a crisis misunderstood politics leadership zuma anc protest  8 ,17:12:01 06:35:03,"Cape Town, South Africa","['SouthAfrica', 'politics', 'leadership', 'Zuma', 'ANC', 'protest']"
30120,"the quality of a leader is reflected in the standards they set 4 themselves
zuma is a great leader amp we should support him

   sm      smalema  ",17:12:01 06:34:17,South Africa,['zuma']
30121,"did zuma make submissions to shaunabrahams on why he must not be charged
such mockeryshaun the sheep is zumaskeeper",17:12:01 06:32:59,"MIDRAND,SOUTH AFRICA","['Zuma', 'ShaunAbrahams', 'ZumaSkeeper']"
30122,"no surprise crooked zuma introduced gupta to thabane

amabhungane amp scorpio guptaleaks how family hijacked and then lost a lesotho diamond mine ",17:12:01 06:31:14,"Johannesburg, South Africa","['Zuma', 'GuptaLeaks']"
30124,  maybe zuma should rather focus on icebreaker talks pertaining to his pending 783 corruption charges before getting sa involved in something he really hasnt the brain capacity to even pronounce let alone decide intelligently on zuma783,17:12:01 06:11:44,South Africa,"['Zuma', 'corruption', 'Zuma783']"
30125,"handsoffmashaba

we must pay credit where credit is due  has been a selfless servant of the people of jhb metro in 18 months he has done a lot to fix the rot left by corrupt  zuma ancwl   

herman to be a longterm success stayhumble ",17:12:01 06:10:25,"Cape Town, South Africa","['HandsOffMashaba', 'Zuma', 'ANCWL', 'stayhumble']"
30126,"we must fight the zuma amp mahlobo corrupt scheme 
  
sa is switched on to mahlobo s wheeling and dealing in nuclear bid  via ",17:12:01 06:01:35,"Kimberley, South Africa","['Zuma', 'Mahlobo']"
30127,"the day to get zuma and his keepers in court is no longer distant it shall happen soon

activists conduct mock trial for zuma  via ",17:12:01 05:45:55,"Kimberley, South Africa","['Zuma', 'Keepers']"
30128,thought factory  southafrica a crisis misunderstood politics leadership zuma anc protest  7 ,17:12:01 05:40:03,"Cape Town, South Africa","['SouthAfrica', 'politics', 'leadership', 'Zuma', 'ANC', 'protest']"
30129,thought factory new the  thiefinchief  southafrica zuma corruption statecapture leadership  7 ,17:12:01 05:35:03,"Cape Town, South Africa","['SouthAfrica', 'Zuma', 'corruption', 'StateCapture', 'leadership']"
30134,thought factory  southafrica a crisis misunderstood politics leadership zuma anc protest  6 ,17:12:01 04:40:03,"Cape Town, South Africa","['SouthAfrica', 'politics', 'leadership', 'Zuma', 'ANC', 'protest']"
30135,not satisfied with just raping mzansi to death zuma moved gupta mafia and essa into lesotho to continue their pillage anccorruption ,17:12:01 04:34:46,South Africa,"['Zuma', 'Gupta', 'Essa', 'ANCcorruption']"
30138,  timeisup zumaspuppets and theyll learn that the hard waygtmyanc is officially n opposition there come 2019 re tlo bona metlholo ssome of them ba tlo ikhanga trust me,17:12:01 03:52:50,"FreState,South Africa","['TimeIsUp', 'Zuma', 'MyANC']"
30140,thought factory  southafrica a crisis misunderstood politics leadership zuma anc protest  5 ,17:12:01 03:10:03,"Cape Town, South Africa","['SouthAfrica', 'politics', 'leadership', 'Zuma', 'ANC', 'protest']"
30142,kwaza and the zuma legacy continues,17:12:01 01:17:22,"Roodepoort, South Africa",['Zuma']
30143,thought factory  southafrica a crisis misunderstood politics leadership zuma anc protest  3 ,17:12:01 01:10:04,"Cape Town, South Africa","['SouthAfrica', 'politics', 'leadership', 'Zuma', 'ANC', 'protest']"
30144,thought factory new the  thiefinchief  southafrica zuma corruption statecapture leadership  2 ,17:12:01 00:55:05,"Cape Town, South Africa","['SouthAfrica', 'Zuma', 'corruption', 'StateCapture', 'leadership']"
30145,triumphs    he is as much failure as me building a turd sculpture of president zuma,17:11:30 23:45:12,"Krugersdorp, South Africa",['Zuma']
30146,thought factory  southafrica a crisis misunderstood politics leadership zuma anc protest  1 ,17:11:30 23:40:07,"Cape Town, South Africa","['SouthAfrica', 'politics', 'leadership', 'Zuma', 'ANC', 'protest']"
30148,thought factory new the  thiefinchief  southafrica zuma corruption statecapture leadership  0 ,17:11:30 22:55:06,"Cape Town, South Africa","['SouthAfrica', 'Zuma', 'corruption', 'StateCapture', 'leadership']"
30150,jacob zuma the guptas and the selling of south africa   via ,17:11:30 21:50:16,Johannesburg,"['Zuma', 'Guptas']"
30151,anc is in deep trouble sad part zuma just get amused metsimaholo numbers show a decline  are just confused corrupt adults called youth and youth called veterans now you want to put  to finish  shame on you ancnec,17:11:30 21:25:45,South Africa,"['ANC', 'Zuma', 'Metsimaholo', 'ANCNEC']"
30152,thought factory new the  thiefinchief  southafrica zuma corruption statecapture leadership  22 ,17:11:30 20:40:09,"Cape Town, South Africa","['SouthAfrica', 'Zuma', 'corruption', 'StateCapture', 'leadership']"
30154,thought factory  southafrica a crisis misunderstood politics leadership zuma anc protest  22 ,17:11:30 20:25:07,"Cape Town, South Africa","['SouthAfrica', 'politics', 'leadership', 'Zuma', 'ANC', 'protest']"
30155, everyone knows how sick zuma cabinet is dont worry about a doctors note youre all certified cases,17:11:30 20:08:30,"Johannesburg, South Africa",['Zuma']
30156,mole the point is not how good he is but how bad the zuma is,17:11:30 19:56:19,"Johannesburg, South Africa",['Zuma']
30158,dear mpumalanga have you got a surprise in store for us anc ramaphosa zuma,17:11:30 19:23:25,"Western Cape, South Africa","['Mpumalanga', 'ANC', 'Ramaphosa', 'Zuma']"
30161,  if they do care about wasting taxpayers money they should have voted zuma out from vote of no coffidence against him but mashaba he is doing his best to help south african,17:11:30 19:06:36,"Tembisa, South Africa",['Zuma']
30162,rt as president jacob zuma s time as leader of the anc draws to an end can the party elect a candidate who will set aside personal ambition for the greater good of the country join  for more this sun on carteblanche   ,17:11:30 18:55:05,"Johannesburg, South Africa","['Zuma', 'ANC', 'CarteBlanche']"
30166,thought factory new the  thiefinchief  southafrica zuma corruption statecapture leadership  20 ,17:11:30 18:40:09,"Cape Town, South Africa","['SouthAfrica', 'Zuma', 'corruption', 'StateCapture', 'leadership']"
30167,thought factory  southafrica a crisis misunderstood politics leadership zuma anc protest  20 ,17:11:30 18:35:07,"Cape Town, South Africa","['SouthAfrica', 'politics', 'leadership', 'Zuma', 'ANC', 'protest']"
30169,zuma condems modern slavery yet his own people are starving as he sold them out pot calling kettle black,17:11:30 18:21:20,"Johannesburg, South Africa",['Zuma']
30170,today i saw that statecapture does indeed kill a young man i saw on the roof of a overcrowded train desperate to get to work on time was electrocuted to death zuma amp moodley have siphoned money meant to fixourtrains a man died trainreports ,17:11:30 17:54:11,Cape Town,"['StateCapture', 'Zuma', 'FixOurTrains', 'TrainReports']"
30171,thought factory  southafrica a crisis misunderstood politics leadership zuma anc protest  19 ,17:11:30 17:25:08,"Cape Town, South Africa","['SouthAfrica', 'politics', 'leadership', 'Zuma', 'ANC', 'protest']"
30173, zuma no1 alsomade us no1 for all the wrong reasons,17:11:30 17:06:14,"Johannesburg, South Africa",['Zuma']
30174,thought factory new the  thiefinchief  southafrica zuma corruption statecapture leadership  19 ,17:11:30 17:05:16,"Cape Town, South Africa","['SouthAfrica', 'Zuma', 'corruption', 'StateCapture', 'leadership']"
30175,did zuma meet the deadline for his submissions to his tjommies at the npa zuma anc fraudcharges southafrica democraticalliance da outa,17:11:30 17:05:02,"Johannesburg, South Africa","['Zuma', 'ANC', 'fraudcharges', 'SouthAfrica', 'democraticalliance', 'DA', 'outa']"
30180,"zuma approves pay hikes for public office bearers
",17:11:30 16:00:00,Johannesburg,['Zuma']
30182,almost forgot zuma has a deadline today npa,17:11:30 15:51:30,Cape Town,"['Zuma', 'NPA']"
30187,the anc in the eastern cape has nominated deputy president cyril ramaphosa to succeed president jacob zuma as the next anc president,17:11:30 15:09:16,"Bloemfontein, South Africa","['ANC', 'Zuma']"
30188,south africans we re willing to forgive the people that raped killed imprisoned our our mothers laundered our economy and robbed us of a future apartheidregime yet we are keen to persecute our own zuma,17:11:30 15:06:19,"Johannesburg, South Africa","['apartheidregime', 'zuma']"
30191,zuma on trial for his prasa chargesamongst others    ,17:11:30 14:51:49,Cape Town,"['Zuma', 'PRASA']"
30192, first it will be a presidential pardon for zuma anc and baby boy duduzani,17:11:30 14:50:56,Soweto,"['Zuma', 'ANC']"
30194, is shaunabrahams still alive and working for zuma,17:11:30 14:17:25,"MIDRAND,SOUTH AFRICA","['ShaunAbrahams', 'Zuma']"
30195,zuma approves pay hikes for public office bearers  via ,17:11:30 14:12:18,"Kimberley, South Africa",['Zuma']
30196,"kzn dpp moipone noko  leading the zuma prosecution team that will advise shaunabrahams  reportedly withdrew charges of intimidation and harassment against zuma s fifth wife tobeka madiba in 2013

",17:11:30 14:04:52,"Johannesburg, South Africa","['Zuma', 'ShaunAbrahams']"
30198,maybe zuma will be next to show a miraculous recovery from a terminal illness schabirshaik ,17:11:30 13:53:02,South Africa,"['Zuma', 'SchabirShaik']"
30200,"da files papers on why zuma should face prosecution for 783 charges  da zuma npa 

 ",17:11:30 13:32:24,"Johannesburg, South Africa","['DA', 'Zuma', 'NPA']"
30201,"da files papers on why zuma should face prosecution for 783 charges  da zuma npa 

 ",17:11:30 13:31:45,South Africa,"['DA', 'Zuma', 'NPA']"
30204,coming up we speak to  at 3pm for the latest on the npa zuma case dstv 403,17:11:30 12:56:18,South Africa,"['NPA', 'Zuma', 'DStv']"
30205,thought factory  southafrica a crisis misunderstood politics leadership zuma anc protest  14 ,17:11:30 12:55:06,"Cape Town, South Africa","['SouthAfrica', 'politics', 'leadership', 'Zuma', 'ANC', 'protest']"
30207,thought factory new the  thiefinchief  southafrica zuma corruption statecapture leadership  14 ,17:11:30 12:25:05,"Cape Town, South Africa","['SouthAfrica', 'Zuma', 'corruption', 'StateCapture', 'leadership']"
30208,  agshame the npa is in a bit of a legal pickle here no problem im sure their taxpayerfunded lawyers will find a way wriggle out of this one in order to not prosecute zuma,17:11:30 12:20:49,"Cape Town, South Africa","['AgShame', 'NPA', 'TaxpayerFunded', 'Zuma']"
30212,ramaphosa says zuma must appear before eskominquiry if called  via ,17:11:30 12:05:24,"Kimberley, South Africa","['Ramaphosa', 'Zuma', 'EskomInquiry']"
30216,thought factory  southafrica a crisis misunderstood politics leadership zuma anc protest  13 ,17:11:30 11:35:05,"Cape Town, South Africa","['SouthAfrica', 'politics', 'leadership', 'Zuma', 'ANC', 'protest']"
30221,zuma to submit new arguments on why he shouldn t face corruption charges  sanews,17:11:30 10:52:22,South Africa,"['Zuma', 'SANews']"
30222,thought factory new the  thiefinchief  southafrica zuma corruption statecapture leadership  12 ,17:11:30 10:35:05,"Cape Town, South Africa","['SouthAfrica', 'Zuma', 'corruption', 'StateCapture', 'leadership']"
30226,coming up at 1pm on   live to  on the latest from the npa zuma case also live to  the latest from freestate metsimaholo join  at 1pm ,17:11:30 10:21:24,"Johannesburg, South Africa","['NPA', 'Zuma', 'FreeState', 'Metsimaholo']"
30241,thought factory  southafrica a crisis misunderstood politics leadership zuma anc protest  11 ,17:11:30 09:40:06,"Cape Town, South Africa","['SouthAfrica', 'politics', 'leadership', 'Zuma', 'ANC', 'protest']"
30242,continuation of the zuma name jz will be protected ret policy of hers of which there are no details will all keep investors away ,17:11:30 09:39:11,South Africa,"['Zuma', 'RET']"
30243, did we honestly expect hawks to do their job when it comes to zuma and his cabinet ,17:11:30 09:30:23,Cape Town,['Zuma']
30244,"why  always have to put allegations on zuma
are you jobless amp trying to seek attention with your stupid statements
feesmustfall2017 is a great initiative by zuma
        ",17:11:30 09:19:10,South Africa,"['Zuma', 'feesmustfall2017', 'Zuma']"
30245,will the sheep and the hawks grow balls between now and cob 8 years of zuma have turned me into a cynic shaunthesheep npa statecapture    via ,17:11:30 08:58:21,"Pretoria, South Africa","['Zuma', 'ShaunTheSheep', 'NPA', 'StateCapture']"
30248,"the anc defended zuma in parliament a state president who gave his proxy to 3 brothers from india who have no struggle credentials but herman  a mayor who delivers and fights corruption they want gone 
handsoffmashaba",17:11:30 08:47:11,"Johannesburg, South Africa","['Zuma', 'Herman', 'HandsOffMashaba']"
30249,"anc parliamentary caucus group of 10 core anc mps spearheading parliamentarians closely associated with zumas interests its recent focus has been on stopping efforts to deal with state capture in parliament

",17:11:30 08:45:57,"Johannesburg, South Africa",['Zuma']
30250,"the executive of the modern state is but a committee for managing the common affairs of the whole bourgeoisie

multichoice koosbekker zuma",17:11:30 08:34:20,"cape town, south africa","['multichoice', 'koosbekker', 'zuma']"
30251,ramaphosa i also have doubts about his credentials with him keeping quiet for years working under zuma and his ,17:11:30 08:10:30,"Milnerton, South Africa","['Ramaphosa', 'Zuma']"
30252,ramaphosa i also have doubts about his credentials with him keeping quiet for years working under zuma and his brothers potential nhi contract links but it is all speculation failing a totally new govt which i would prefer he seems the best of the available bunch,17:11:30 08:10:28,"Milnerton, South Africa","['Ramaphosa', 'Zuma', 'NHI']"
30253,thought factory new the  thiefinchief  southafrica zuma corruption statecapture leadership  10 ,17:11:30 08:10:06,"Cape Town, South Africa","['SouthAfrica', 'Zuma', 'corruption', 'StateCapture', 'leadership']"
30254, malema  is definitely going back to anc  once zuma  is out anc  is his omo and a fast track to political power so lets not kid ourselves,17:11:30 07:43:38,South Africa,"['Malema', 'ANC', 'Zuma', 'ANC']"
30255,"amabhungane  tegeta threatens eskom coal supply 
corruption greed zuma guptas",17:11:30 07:42:34,"Cape Town, South Africa","['Tegeta', 'Eskom', 'Corruption', 'Greed', 'Zuma', 'Guptas']"
30256,corrupt malema must be loving that the ball is in his court fame finally getting his revenge on the anc amp zuma ,17:11:30 07:33:24,South Africa,"['Corrupt', 'Malema', 'Fame', 'Revenge', 'ANC', 'Zuma']"
30261,thought factory  southafrica a crisis misunderstood politics leadership zuma anc protest  8 ,17:11:30 06:35:03,"Cape Town, South Africa","['SouthAfrica', 'politics', 'leadership', 'Zuma', 'ANC', 'protest']"
30262,massive corruption exposed to date yet crooked zuma and his crooked minions are still there sometimes it feels hopeless like today  when i read the news but ultimately these corrupt myanc degenerates are going to be held to account ,17:11:30 06:28:32,"Johannesburg, South Africa","['Zuma', 'MyANC']"
30263,jail the corrupt useless lying scum zuma   ,17:11:30 06:16:52,"Johannesburg, South Africa",['ZUMA']
30264,"can mugabe s departure package be a model for zuma  thoughtprovoking insightful read by  via 
africa southafrica sa zimbabwe
",17:11:30 06:15:13,South Africa,"['Mugabe', 'Zuma', 'Africa', 'SouthAfrica', 'SA', 'Zimbabwe']"
30265,dont be surprised if zuma is masterminding the collapse of anc conference he will then remain as president,17:11:30 06:01:32,"Johannesburg, South Africa","['Zuma', 'ANC']"
30266,"for this crooked zuma is going to raise our taxes again
taxrevoltsa
enoughisenough
sellsaa

saa projects loss of r4 billion by march 2018 ",17:11:30 05:55:36,"Johannesburg, South Africa","['Zuma', 'TaxRevoltSA', 'EnoughisEnough', 'SellSAA']"
30267,today president jacob zuma is expected to submit new representations to the national prosecuting authority npa on why he should not face corruption charges ,17:11:30 05:53:59,"Cape Town, South Africa",['Zuma']
30268,"if the eff hand power back to the anc then understand that the likes of malema et al are happy with your enslavement under the likes of zuma

their anti anc theatrics amp red overalls would ve all been an act  ",17:11:30 05:53:22,"Umlazi, South Africa","['EFF', 'ANC', 'Malema', 'Zuma']"
30269,another typically criminal zuma delay tactic  saying he will act on behalf of justice integrity righteousness but deliberately stalling and doing nothing at all corruption treachery anc hypocricy  ,17:11:30 05:52:48,South Africa,"['Zuma', 'Corruption', 'Treachery', 'ANC', 'Hypocricy']"
30270,"grand scale corruption has been going on for years it has been an open secret for a long time that corrupt zuma was protecting lucky montana at prasa

groundup treasury fails to act on grandscale corruption at prasa ",17:11:30 05:51:50,"Johannesburg, South Africa",['Zuma']
30271,zuma the charges relate to zumas alleged involvement in the countrys multibillion rand arms deal,17:11:30 05:47:13,Midrand,['Zuma']
30272,zuma this is after the supreme court of appeal dismissed his and the npas application to appeal a high court ruling that the 2009 decision to drop corruption charges against him was irrational,17:11:30 05:46:45,Midrand,['Zuma']
30273,the npa had given zuma until the end of this month to make his representations,17:11:30 05:46:18,Midrand,['Zuma']
30274,today president jacob zuma is expected to submit new representations to the national prosecuting authority npa on why he should not face corruption charges ,17:11:30 05:44:33,Midrand,['Zuma']
30275,thought factory  southafrica a crisis misunderstood politics leadership zuma anc protest  7 ,17:11:30 05:40:02,"Cape Town, South Africa","['SouthAfrica', 'politics', 'leadership', 'Zuma', 'ANC', 'protest']"
30277,so da mayor  uncovers  corruption in  and they try to remove him fits with the corrupt zuma agenda,17:11:30 05:35:59,"Cape Town, South Africa",['Zuma']
30278,thought factory new the  thiefinchief  southafrica zuma corruption statecapture leadership  7 ,17:11:30 05:35:03,"Cape Town, South Africa","['SouthAfrica', 'Zuma', 'corruption', 'StateCapture', 'leadership']"
30280,mzansi being held to ransom by tegeta  through optimum mine stolen from glencore guptas essa  duduzane zuma short supplying coal to eskom thieving at its best ,17:11:30 05:06:48,South Africa,"['Tegeta', 'Optimum', 'Glencore', 'Guptas', 'Essa', 'Zuma', 'Eskom']"
30283,zuma expected to make new representations on corruption charges  ,17:11:30 04:43:06,"Bloemfontein, South Africa",['Zuma']
30284,thought factory  southafrica a crisis misunderstood politics leadership zuma anc protest  6 ,17:11:30 04:40:03,"Cape Town, South Africa","['SouthAfrica', 'politics', 'leadership', 'Zuma', 'ANC', 'protest']"
30285,the failure of prasa amp zuma government to provide a decent train service is a crime against the poor it is up to us to prosecute them for it ,17:11:30 04:10:04,Cape Town,['Zuma']
30287,thought factory  southafrica a crisis misunderstood politics leadership zuma anc protest  5 ,17:11:30 03:10:03,"Cape Town, South Africa","['SouthAfrica', 'politics', 'leadership', 'Zuma', 'ANC', 'protest']"
30290,thought factory  southafrica a crisis misunderstood politics leadership zuma anc protest  3 ,17:11:30 01:10:05,"Cape Town, South Africa","['SouthAfrica', 'politics', 'leadership', 'Zuma', 'ANC', 'protest']"
30291,thought factory new the  thiefinchief  southafrica zuma corruption statecapture leadership  2 ,17:11:30 00:55:03,"Cape Town, South Africa","['SouthAfrica', 'Zuma', 'corruption', 'StateCapture', 'leadership']"
30293,"courage  yet even while   is in exile his influence us astounding as was mandela and anc stalwarts in robin island 
such a pity so many of the follow up anc leaders have turned out to be so corrupt like zuma statecapture guptas",17:11:29 23:42:44,"Boksburg, South Africa","['corrupt', 'zuma', 'StateCapture', 'Guptas']"
30294,thought factory  southafrica a crisis misunderstood politics leadership zuma anc protest  1 ,17:11:29 23:40:05,"Cape Town, South Africa","['SouthAfrica', 'politics', 'leadership', 'Zuma', 'ANC', 'protest']"
30295,thought factory new the  thiefinchief  southafrica zuma corruption statecapture leadership  0 ,17:11:29 22:55:05,"Cape Town, South Africa","['SouthAfrica', 'Zuma', 'corruption', 'StateCapture', 'leadership']"
30297,ancconferance ndletyana the anc has lost 15 of its support in the last 10 years it has done so under the presidency of jacobzuma anyone associated with zuma presidency is likely to continue the trajectory of decline its common sense really,17:11:29 21:33:21,"Johannesburg, South Africa","['ANCConferance', 'Ndletyana', 'JacobZuma', 'Zuma']"
30298,ancconferance ndletyana the anc has lost 15 of its support in the last 10 years it has done so under the presidency of jacobzuma anyone associated with zuma presidency is likely to continue the trajectory of decline its common sense really,17:11:29 21:33:21,Johannesburg,"['ANCConferance', 'Ndletyana', 'JacobZuma', 'Zuma']"
