Datetime,Text,Username,Retweets,Location,Hashtags
17:12:31 18:47:21,"@1IronMan2018 @ItHasBegun2016 @1SpiderMan2018 @Scully2018 @Wolv_2018 @Moondragon_1 @Doctor12Resists @PepperResists @lfkraus @13thDoctor2018 @NickFury2018 Every voice, Every vote, Everyone matters. Don't back down. Stay focused on upcoming elections. Show UP! #Vote! Take back Congress.
#BlueWave2018 
#TheResistance 
🌊🌊🌊🌊🌊🌊
#HappyNewYear2018 
🎉🎉🎉☄🎉🎉🎉☄ https://t.co/eXMZkwzRKX",iche_me,9,"North Carolina, USA","['Vote', 'BlueWave2018', 'TheResistance', 'HappyNewYear2018']"
17:12:31 18:47:14,"#Amerikkk🇺🇸  
Since it’s Existence this will always be FACT  TO KEEP OTHERS IN THIER PLACE
 #USAAPARTHEID🇺🇸 
THIER are a lot of #Poor #UnEducated #WhitePeople Who #Vote  #Racism  #Race Do the White Working Class Really Vote Against Its Own Interests?😳 https://t.co/LK7ApzPceS",DebbiDelicious,0,In Love with every breath...,"['Amerikkk', 'USAAPARTHEID', 'Poor', 'UnEducated', 'WhitePeople', 'Vote', 'Racism', 'Race']"
17:12:31 18:45:29,Vote Kodie Conner @speed51dotcom for Most Popular Driver today is the last day  https://t.co/CUacoPgB6A #vote #kcr45 #MPD #PASS17 #Racer https://t.co/GKO9AO05Jf,KodieConner,0,"Kannapolis, NC","['vote', 'kcr45', 'MPD', 'PASS17', 'Racer']"
17:12:31 18:44:45,Here is number 1 in the quarter final...#QuarterFinal who do you choose today? #vote  #DailyPoll  #dailypoll #trance #TranceFamily #music #DJ #tranceclassic 💯🎉🔥🎶🎧🔊,TheDylanGraham,1,"Cape Town, South Africa","['QuarterFinal', 'vote', 'DailyPoll', 'dailypoll', 'trance', 'TranceFamily', 'music', 'DJ', 'tranceclassic']"
17:12:31 18:43:08,@realDonaldTrump Cant one be one you and the @GOP will be gone .. #Vote 2018 #vote2020 vote them out Sorry you are all FIRED !!,RhondaSimonett1,0,"Colorado, USA","['Vote', 'vote2020']"
17:12:31 18:41:59,"Hey #California, #Vote #Jess2018! 
#RiseUp #VoteBlue! 
#BlueWave2018🌊
#HappyNewYear
#HappyNewYear2018 https://t.co/lOE8TLahdP",therealwombat1,0,Phobos RESIST,"['California', 'Vote', 'Jess2018', 'RiseUp', 'VoteBlue', 'BlueWave2018', 'HappyNewYear', 'HappyNewYear2018']"
17:12:31 18:32:12,#pvris #lynngunn #alexbabinski #brianmacdonald #heaven #half #anyoneelse #whatswrong #walkalone #samesoul #winter #nomercy #seperate #nola1 #AWKOHAWNOH #allweknowofheavenallweneedofhell #poll #vote #yourfavoritesong,gvnnsinpvris,0,Met/Saw PVRIS 3/3/18 🥑,"['pvris', 'lynngunn', 'alexbabinski', 'brianmacdonald', 'heaven', 'half', 'anyoneelse', 'whatswrong', 'walkalone', 'samesoul', 'winter', 'nomercy', 'seperate', 'nola1', 'AWKOHAWNOH', 'allweknowofheavenallweneedofhell', 'poll', 'vote', 'yourfavoritesong']"
17:12:31 18:29:34,"@Reaction_Radio #WIN A #PLAYSTATION 4  &amp; #PSVR #HEADSET 
FOR YOUR CHANCE TO WIN THIS #PRIZE SIMPLY #VOTE AND #RETWEET THIS @REACTION_RADIO #COMPETITION 

WHAT DOES #PS4 STAND FOR?",dipsymummy,0,cornwall,"['WIN', 'PLAYSTATION', 'PSVR', 'HEADSET', 'PRIZE', 'VOTE', 'RETWEET', 'COMPETITION', 'PS4']"
17:12:31 18:28:09,Probably need to stop this from happening everyone. #Vote https://t.co/1nWD58DmdF,JoshCox69,0,United States,['Vote']
17:12:31 18:26:38,"There’s still time to vote! Only hours left to get Drop Bandz played on the radio tonight Real 103.9 #vote #dropbandz 
 https://t.co/uMpD6KoolS",iamthehopemusic,0,Las Vegas,"['vote', 'dropbandz']"
17:12:31 18:25:57,@spain_lakers #vote@kylekuzma,Enrique42558612,0,,['vote']
17:12:31 18:21:01,"My Beloved husband @RickLondon was recently diagnosed #Autistic #Aspergers Plz #vote @HillaryClinton #ShesWithUs
https://t.co/Do0MuwpSDl",LeeHillerLondon,0,Arkansas,"['Autistic', 'Aspergers', 'vote', 'ShesWithUs']"
17:12:31 18:15:04,"@harveyjkaye If Alex Hornibrook can do it for @BadgerFootball like he did last night, we can do anything if we trust the power within us. #BlueWave #Resist #vote #Organize and we will do this.",wisdomvoices,0,,"['BlueWave', 'Resist', 'vote', 'Organize']"
17:12:31 18:14:15,"I don't understand how our country could have fallen so low, so fast under the #LiarInChief &amp; #GOPTraitors.  #UnfitforOffice #PuertoRicoReliefNOW #TheResistance #StrongerTogether #VoteBlue #BlueWave #BlueTsunami  #VOTE https://t.co/F5hayAbOlI",jvhellew,1,United States,"['LiarInChief', 'GOPTraitors', 'UnfitforOffice', 'PuertoRicoReliefNOW', 'TheResistance', 'StrongerTogether', 'VoteBlue', 'BlueWave', 'BlueTsunami', 'VOTE']"
17:12:31 18:13:28,Take the time and vote for my buddy eMD Remix! #vote #wavo #diskord Chau Minh Dang Cao DJ eMD https://t.co/qdYASL5KkL,AkeruOfficial,0,Arizona,"['vote', 'wavo', 'diskord']"
17:12:31 18:10:40,"If all of #Texas' Blacks &amp; Latinx exercised hard-won rights to #vote, TX #GOP's racist #VoterID, #Gerrymandering &amp; #VoterSuppression would not be as effective. 
#BlueWave2018 @BetoORourke @DrWestinForTX07 @NelsonforTexas https://t.co/iiEmOUg0Fk",Yombe,0,USA,"['Texas', 'vote', 'GOP', 'VoterID', 'Gerrymandering', 'VoterSuppression', 'BlueWave2018']"
17:12:31 18:04:23,This 👇. Think. About how you live and who you #vote for. No matter what “country” you live in - our #planet &amp; our survival depends on you acting with foresight &amp; global ethics https://t.co/BAxHjcCBwu,Wallyrus51,1,Kailua/Anchorage/ManhattanBch,"['vote', 'planet']"
17:12:31 17:59:55,"Great blog @ElectionBabe Thx for sharing. Love this “ Nobody wants to be thought of as a statistic, inconvenience, or a burden. Polling places, #vote centers, and #election offices should be a place where voters feel empowered and independent.” Incredibly true for #Veterans #PTSD https://t.co/Dd2eaDRjoM",_jenburch,1,"Washington, DC","['vote', 'election', 'Veterans', 'PTSD']"
17:12:31 17:51:41,"HAAAPPY NEW YEAR!! 🎉 May 2018 bring health and happiness to you, and positive change to our nation and planet. #vote #midtermelections 🏳️‍🌈",jbartonmezzo,5,she/her,"['vote', 'midtermelections']"
17:12:31 17:50:04,LAST DAY TO VOTE!! Our Parent's Choice Awards voting ends at midnight TONIGHT! Go...go now! #YYC #Calgary #CCMParentsChoice #vote #lastday https://t.co/gCam1duchI,CalgarysChild,0,"Calgary, AB","['YYC', 'Calgary', 'CCMParentsChoice', 'vote', 'lastday']"
17:12:31 17:43:16,"Your 2017 top 9 images 😍
#2017bestnine #top #vote #favourite #bearandbubble #customer #shopsmall #mumboss https://t.co/NUqJmDCdQN https://t.co/oWhtbsGrpT",bearandbubble,0,"Scotland, United Kingdom","['2017bestnine', 'top', 'vote', 'favourite', 'bearandbubble', 'customer', 'shopsmall', 'mumboss']"
17:12:31 17:43:15,"Your 2017 top 9 images 😍
#2017bestnine #top #vote #favourite #bearandbubble #customer #shopsmall #mumboss https://t.co/NUqJmDCdQN https://t.co/WDMwZ11nfm",bearandbubble,0,"Scotland, United Kingdom","['2017bestnine', 'top', 'vote', 'favourite', 'bearandbubble', 'customer', 'shopsmall', 'mumboss']"
17:12:31 17:43:14,"Your 2017 top 9 images 😍
#2017bestnine #top #vote #favourite #bearandbubble #customer #shopsmall… https://t.co/9iqt5dr6nj",bearandbubble,0,"Scotland, United Kingdom","['2017bestnine', 'top', 'vote', 'favourite', 'bearandbubble', 'customer', 'shopsmall']"
17:12:31 17:43:10,"Let's make the #newyear a great one #Georgia. May 22 #primaries. Nov 6 #generalelection. #Vote Amun for #LtGov #LieutenantGovernor #democrat #republican #Independent #progressive #conservation #GeorgiaUp 
...
https://t.co/cc3eKb5GAM | @amun4ltg",akhenatenhamun,1,"Atlanta, GA","['newyear', 'Georgia', 'primaries', 'generalelection', 'Vote', 'LtGov', 'LieutenantGovernor', 'democrat', 'republican', 'Independent', 'progressive', 'conservation', 'GeorgiaUp']"
17:12:31 17:42:08,Let's make the #newyear a great one #Georgia. May 22 #primaries. Nov 6 #generalelection. #Vote Amun for #LtGov #LieutenantGovernor #democrat #republican #Independent #progressive #conservation #GeorgiaUp https://t.co/kGU1VC1Ra7,amun4ltg,0,"Stockbridge, GA","['newyear', 'Georgia', 'primaries', 'generalelection', 'Vote', 'LtGov', 'LieutenantGovernor', 'democrat', 'republican', 'Independent', 'progressive', 'conservation', 'GeorgiaUp']"
17:12:31 17:42:05,@ezlusztig We expected them to be check/balance to the nonsense. They were not. In 2018 they will be toast. #vote,hkfinan,0,,['vote']
17:12:31 17:36:22,"RT Aartiii_ ""RT SandeeP__Vns: आपकी #नजर में वर्ष 2017 की इन #12_खबरों मे से सबसे बड़ी व खास खबर कौन सी थी...
● कृपया 👉 वोट (#Vote) और रीट्वीट (#Retweet) 👈 जरुर करे...
●● #आप_सभी की राय #महत्वपूर्ण है...
●● #बाकि_खबरों के लिए #स्क्रॉल करिये..
👇👇👇👇👇👇👇 1/3""",IdioticWorld,0,Earth,"['नजर', '12_खबरों', 'Vote', 'Retweet', 'आप_सभी', 'महत्वपूर्ण', 'बाकि_खबरों', 'स्क्रॉल']"
17:12:31 17:34:58,#vote for #Timeless! #TimeTeam #ClockBlockers https://t.co/cLRwmTqA2E,TimelessFanatic,4,"Pittsburgh, PA","['vote', 'Timeless', 'TimeTeam', 'ClockBlockers']"
17:12:31 17:32:14,"#honestpoll Will #brexit hasten the end of the #nhs ? Please #vote and #retweet.  Comments welcome.

#fbpe #health #poll #uk",drjanaway,537,London,"['honestpoll', 'brexit', 'nhs', 'vote', 'retweet', 'fbpe', 'health', 'poll', 'uk']"
17:12:31 17:30:05,"#TheResistance will continue in 2018!We'll beat these awful gop, republicans politicians in our states &amp; Washington,DC! Let's make it happen America!!! #vote #Asians #Blacks #Latinos #whites #women #men #LGBTQ #Liberals #Millennials  #Democrats #progressive #YESWECAN #YesWeWill",USCGamecockBoy,0,"Columbia, SC, Gamecock Country","['TheResistance', 'vote', 'Asians', 'Blacks', 'Latinos', 'whites', 'women', 'men', 'LGBTQ', 'Liberals', 'Millennials', 'Democrats', 'progressive', 'YESWECAN', 'YesWeWill']"
17:12:31 17:29:10,RT @TheGameplays01: Zombi walkthrough #walkthrough #Gameplay @NightRTs @DestelloRTs #smallyoutubers #smallyoutuber #vote,Mover168,0,,"['walkthrough', 'Gameplay', 'smallyoutubers', 'smallyoutuber', 'vote']"
17:12:31 17:24:45,Who won the year? #BestOf2017 #Poll #LavarBall #TiffanyHaddish #SaltBae #MellisaMcCarthy #Trending #Hello2018 #Vote #YearInReview2017,universe_HQ,0,universocialite.HQ 🌌,"['BestOf2017', 'Poll', 'LavarBall', 'TiffanyHaddish', 'SaltBae', 'MellisaMcCarthy', 'Trending', 'Hello2018', 'Vote', 'YearInReview2017']"
17:12:31 17:23:26,#zitate #endoftheyear #qutoes #row #vote #pitch #pickup #hold #nice #things #love #black… https://t.co/h7GfpMBL6H,Antsconductor,0,Hamburg,"['zitate', 'endoftheyear', 'qutoes', 'row', 'vote', 'pitch', 'pickup', 'hold', 'nice', 'things', 'love', 'black']"
17:12:31 17:20:45,"#Vote for the most #qualified #candidate for #HarrisCounty #CriminalCourt 12.  @jaguirrelaw #Democrat 

Primary Election March 6.  Early Voting Feb 20 - March 2 https://t.co/LowuGe465y",JuanForJudge,0,"Houston, TX","['Vote', 'qualified', 'candidate', 'HarrisCounty', 'CriminalCourt', 'Democrat']"
17:12:31 17:18:09,"#Vote for the most #qualified #candidate for #HarrisCounty #CriminalCourt 12.  @JuanForJudge #Democrat 

Primary Election March 6.  Early Voting Feb 20 - March 2 https://t.co/l20kFcssyp",jaguirrelaw,2,"Houston, TX","['Vote', 'qualified', 'candidate', 'HarrisCounty', 'CriminalCourt', 'Democrat']"
17:12:31 17:13:52,#Resist #TrumpsAmerica and #Vote! https://t.co/5xVrU6JEr7,Travis_Burton,0,"Jordan, MN","['Resist', 'TrumpsAmerica', 'Vote']"
17:12:31 17:13:22,@NM8Vlog Who better youtuber in 2017 And 2018 #poll #vote let goo ! ❤️,NM8VLove200,0,Anywhere i love to go,"['poll', 'vote']"
17:12:31 17:11:06,"#APATHY / #INDIFFERENCE in 🇺🇸 #politics is never good, especially as #Christians. Your #VOTE against #UNBIBLICAL 
#LAWS always count w/#God.
#MAGA🇺🇸🇺🇸🇺🇸",MikeHarwell66,0,"Tulsa, Oklahoma","['APATHY', 'INDIFFERENCE', 'politics', 'Christians', 'VOTE', 'UNBIBLICAL', 'LAWS', 'God', 'MAGA']"
17:12:31 17:10:25,#MarQuis @6BillionPeople Don't forget to #vote for #XP Vote here ➡️ https://t.co/okqfgpX7Hl  ⬅️ At the end of #voting we will distribute #XP #Bounty - posted at $XP #Discord https://t.co/ShtTPWfuKr  If you don't have Binance: https://t.co/Fu7WHE5iF2 https://t.co/npOMBorAcI,TheBigXP,39,Planet Earth,"['MarQuis', 'vote', 'XP', 'voting', 'XP', 'Bounty', 'Discord']"
17:12:31 17:02:43,"@ItZmeKatherine @GTThrashFan @kylegriffin1 @SunSentinel That is such BS, shame on Trump, he’s a leech. A taker, he needs to go he’s too damn expensive besides dangerous. Bring on 2018, the year the people clean all the houses. #Vote",Northquahog48,0,"Pocasset, MA",['Vote']
17:12:31 17:01:12,"Only 1 Day + 21Hours left to #VOTE :)!
4 #bestsportingmoment #Sport4Good #MyLaureus 
&gt; Celebrate #SAfriCAN Attitude :)
Please #StandUp&amp; #VOTE 4 #RSA #OceanWarrior #Captain4Good @chris_bertish
#3monthpaddle #AFRICA2USA 4 #YoungSA
plsRT
@Lizzi_L @Unathi_Kwaza @AmazingSouthAfricans https://t.co/fSTpLPYDoX",liezlmari,0,Cape Town,"['VOTE', 'bestsportingmoment', 'Sport4Good', 'MyLaureus', 'SAfriCAN', 'StandUp', 'VOTE', 'RSA', 'OceanWarrior', 'Captain4Good', '3monthpaddle', 'AFRICA2USA', 'YoungSA']"
17:12:31 17:00:48,"🔷 VOTE FOR EXAIR! 🔷

#Vote for Plant Engineering's Product of the Year! Our No Drip Internal Mix 360 Degree Hollow Circular Pattern Atomizing Nozzle is one of the products on the ballot. Click here to cast your vote: https://t.co/09tmCoVgA0 https://t.co/4jQy21ZFE0",EXAIR,1,"Cincinnati, OH",['Vote']
17:12:31 17:00:23,Are you registered to vote in #NewMexico? Register to #vote here: https://t.co/GeMSkd42l8 #santafenm #albuquerque #lasalamos #lascruces,santafenext,0,"Santa Fe, NM","['NewMexico', 'vote', 'santafenm', 'albuquerque', 'lasalamos', 'lascruces']"
17:12:31 16:51:56,@realDonaldTrump @SenateGOP @SenateDems @HouseGOP @HouseDemocrats Why would #American #taxpayers #vote for any #establishment #corrupt #politicians? We know better after the #MAGA #EconomyToday &amp; #jobs results of 2017 and the substantial growth in the #StocksMarket https://t.co/GNZRfD2M1X,two001snake,0,PLANET EARTH ,"['American', 'taxpayers', 'vote', 'establishment', 'corrupt', 'politicians', 'MAGA', 'EconomyToday', 'jobs', 'StocksMarket']"
17:12:31 16:47:53,#vote https://t.co/xxw5RuLg5c,dragonflylass,0,,['vote']
17:12:31 16:45:45,#Democrats #Democrat #Vote #VoteBlue #VoteThemOut2018 the #GOP https://t.co/xFjBP0qwNT,BettorsChat,0,Arkansas,"['Democrats', 'Democrat', 'Vote', 'VoteBlue', 'VoteThemOut2018', 'GOP']"
17:12:31 16:43:55,NEW YEAR EVE LIVE STREAM STARTS IN 90 MINUTES - #variety #vote #react // https://t.co/DbXWTjQSDw https://t.co/vqQRJH6sR9,YourGibs,1,"Toronto, Canada","['variety', 'vote', 'react']"
17:12:31 16:39:32,"@chris_bertish @Lizzi_L @AwesomeSAonline @CapeTown @Unathi_Kwaza @We_Stand_Up Please note :) ! &gt; the site says there's still 1 day 21 hours left 2 #VOTE ! &gt; more time to add our voices (pls :)
Thanks so much for your support &amp; hope you're having great year end :) @Lizzi_L @Unathi_Kwaza @PatriciaLodder @AwesomeSAonline @CapeTown @We_Stand_Up @chris_bertish",liezlmari,0,Cape Town,['VOTE']
17:12:31 16:36:53,@OOancea @officialmcafee #XP #Cryptocurrency every #vote is #important. Let's get #XP to #Binance. Vote here ➡️ https://t.co/vdHCKIiad4 ⬅️ At the end of #voting we will distribute #XP #Bounty - posted at $XP #Discord https://t.co/WMQk7TTjv8 If you don't have Binance: https://t.co/vEZDsVM4SR,kilicaslan_tr,0,Türkiye,"['XP', 'Cryptocurrency', 'vote', 'important', 'XP', 'Binance', 'voting', 'XP', 'Bounty', 'Discord']"
17:12:31 16:35:51,#WPMOYChallengeOlsen #WPMOYChallengeOlsen #WPMOYChallengeOlsen #WPMOYChallengeOlsen #Vote!,Tinadram,10,"Charlotte,NC","['WPMOYChallengeOlsen', 'WPMOYChallengeOlsen', 'WPMOYChallengeOlsen', 'WPMOYChallengeOlsen', 'Vote']"
17:12:31 16:33:43,"Got any ideas on how to improve Twitter? Here is a few!
VOTE NOW!!!!
 
#improvement #improve #twitter #poll #vote #twitterpoll #twittervote https://t.co/yYJUim2yI8",WeAreTheFreeman,1,"Pennsylvania, USA","['improvement', 'improve', 'twitter', 'poll', 'vote', 'twitterpoll', 'twittervote']"
17:12:31 16:33:37,"Damn, @realDonaldTrump Grow Up Man! A year later and you are still blaming/attacking @HillaryClinton. We get it you are an Entitled Spoiled Rotten Brat who LIES Non-Stop! You have Zero Credibility and we all know it! Your days are numbered! #BlueWave2018 #TrumpLiesMatter #VOTE https://t.co/woMYLgsi6h",415holgate,3,,"['BlueWave2018', 'TrumpLiesMatter', 'VOTE']"
17:12:31 16:30:19,"आपकी #नजर में वर्ष 2017 की इन खबरों मे से सबसे बड़ी व खास खबर कौन सी थी...
● कृपया 👉 वोट (#Vote) और रीट्वीट (#Retweet) 👈 जरुर करे...
●● #आप_सभी की राय #महत्वपूर्ण है...
#कभी_जुमला_ना_कहना
#NewYear2018
#CRPF
#Rajnikant
👇👇👇👇👇👇👇",SirSunnyDeolji,3,"Mumbai, India","['नजर', 'Vote', 'Retweet', 'आप_सभी', 'महत्वपूर्ण', 'कभी_जुमला_ना_कहना', 'NewYear2018', 'CRPF', 'Rajnikant']"
17:12:31 16:30:11,"trump never gives any specifics on all his #great accomplishments. First of all he hasn't done anything great, and second of all he doesn't know what he is #tweeting about. #Register and #Vote in 2018. We can do better. https://t.co/o3iNHRgXzg",PJB956,0,America,"['great', 'tweeting', 'Register', 'Vote']"
17:12:31 16:26:43,"#please #midterms #FakeNews #vote #register #future 
We can fix this!  Let DT go... Let him go...golf and hamburgers https://t.co/IPObU6GBqL",RodemsJan,0,North Coast Best Coast,"['please', 'midterms', 'FakeNews', 'vote', 'register', 'future']"
17:12:31 16:24:33,#VOTE $RISE #cryptocurrency  #Communitycoin #Binance https://t.co/SRk1jBfpWL,SuperRG1,0,,"['VOTE', 'cryptocurrency', 'Communitycoin', 'Binance']"
17:12:31 16:23:34,#Arizona #AZcandidates2018 #Vote #TimeForNewBlood https://t.co/RtJGorNKsG,az_garden2007,0,"Arizona, USA","['Arizona', 'AZcandidates2018', 'Vote', 'TimeForNewBlood']"
17:12:31 16:23:13,"Vote Vote Vote ... 👊
On my next hair color ..
300 subs!!
Comment on this video!!
Please Vote !!
We love you guys!! 🤗
@YouTube 
@ChubbfamilyVlog
#Youtubers #vloggers
#Subscribers #vote
#ThankYou #HappyNewYear2018
#celebrate2018
https://t.co/r9I6yVmeVd",ChubbyChic25,0,A House On A Hill,"['Youtubers', 'vloggers', 'Subscribers', 'vote', 'ThankYou', 'HappyNewYear2018', 'celebrate2018']"
17:12:31 16:20:36,Honoring my vote unlike its a poker game is not a wasted #VOTE! Voting for Hillary helped Trump maintain a secular hold on political Freedom,Innersessor,0,Da-Riv,['VOTE']
17:12:31 16:19:06,"Sec. @HillaryClinton is the most admired woman in America according to gallup. She is a strong, smart and insightful woman. Just like  the women who raised me, my late mom and grandmother. If she changes  her mind and  decides to run on more time, she has my #vote.",Devon_W_Murray,0,"New York, New York",['vote']
17:12:31 16:15:08,"#Overdrive, May check out  https://t.co/Ve3fx7GhMU #vote for #your #success #buy #now a #copy today #shopping #gift #people #holiday  Retweet, please!",vijaysharma1122,1,"Chicago, IL- West-Suburb","['Overdrive', 'vote', 'your', 'success', 'buy', 'now', 'copy', 'shopping', 'gift', 'people', 'holiday']"
17:12:31 16:06:49,"If you are in Harris County, Texas- I can help you get registered. I'm a Volunteer Voter Registrar Deputy. #gotv #vote #texas #txlege #htx https://t.co/ufXxl8aTzg",gina_calanni,0,"Katy, TX","['gotv', 'vote', 'texas', 'txlege', 'htx']"
17:12:31 16:04:20,Please commit to a weekly  #Vote #Like #Retweet. Thank you.  https://t.co/eiPk05uziE,Ibilola_Amao,0,"London, England","['Vote', 'Like', 'Retweet']"
17:12:31 16:04:14,Happy too. @SpeakerRyan &amp; @SenateMajLdr are spineless weasels who care nothing for the public all they care about are their billionaire masters. This will never change. The @GOP has to go. #vote https://t.co/Bic2gljSyv,redhead1558,0,"Joliet, IL",['vote']
17:12:31 16:01:27,#Florida #FL #elections #vote #voters #VotingRights https://t.co/C8FZYzL9ZB,suzrdg,0,Los Angeles,"['Florida', 'FL', 'elections', 'vote', 'voters', 'VotingRights']"
17:12:31 15:58:41,"Please consider a #vote for ""Sister Witch, The Life of Moll Dyer"" on the P&amp;E reader's poll. This is a chance to vote for YOUR favorites. It's currently #1 in #MagicalRealism and #2 in #Horror! Please support with your vote if you enjoyed the book! https://t.co/mP6IJJxQOa … https://t.co/d6YUuNkhfn",Thompson_DavidW,14,"Southern Maryland, USA","['vote', 'MagicalRealism', 'Horror']"
