Text,Datetime,Location,Hashtags,polarity,subjectivity
headlines enca parliament voted last night suspend eff news,14:11:28 04:21:52,"Umlazi,Durban,South Africa","['Parliament', 'EFF']",0.0,0.06666666666666667
headlines enca parliament voted last night suspend eff,14:11:28 04:15:08,South Africa,"['Parliament', 'EFF']",0.0,0.06666666666666667
eff mps suspended vote yes210 no111 3 abstained parliament sabcnews long last,14:11:27 21:45:58,Potchefstroom,"['EFF', 'Parliament', 'sabcnews']",-0.025,0.23333333333333334
eff mps suspended vote yes210 no111 3 abstained,14:11:27 21:17:42,"Pretoria , South Africa ",['EFF'],0.0,0.0
eff u guys makes us voters proudalutaaaaa,14:11:27 20:29:49,"Soweto, South Africa",['EFF'],0.0,0.0
effwe voting cattle heremaybe parly,14:11:27 19:33:29,South Africa,"['EFF', 'parly']",0.0,0.0
whos blame rt anc mps supported wrong amendment ndlozi cant vote eff parliament,14:11:27 19:28:58,"Jhb/Venda, South Africa","['EFF', 'Parliament']",-0.5,0.9
news 12 eff mps officially suspended splash money dont broke anc blows r429m elections mampg tomorrow,14:11:27 19:19:11,"Johannesburg, South Africa","['EFF', 'ANC']",0.0,0.0
protocol democracy rt whats point voting ancs always going majority parly eff,14:11:27 19:11:56,South Africa,"['Parly', 'EFF']",0.0,0.0
whats point voting ancs always going majority parly eff,14:11:27 19:10:36,South Africa,"['Parly', 'EFF']",0.0,0.0
voted eff wonder c happened votes,14:11:27 19:08:38,Pretoria,['EFF'],0.0,0.0
da amendment defeated vote favour report adopted abst 3 11 aye 210 carried eff parliament gd,14:11:27 19:05:56,South Africa,"['EFF', 'Parliament']",0.0,0.0
da amendment defeated vote favour report adopted abst 3 11 aye 210 carried eff parliament gd,14:11:27 19:05:56,Cape Town,"['EFF', 'Parliament']",0.0,0.0
anc mps eating government money nostril pipes sleepless night malema nightmare see voted eff,14:11:27 18:58:09, South Africa,"['ANC', 'EFF']",0.0,0.0
no1 lead davis anc mps supported wrong amendment ndlozi cant vote eff parliament,14:11:27 18:56:48,"Cape Town, South Africa","['EFF', 'Parliament']",-0.5,0.9
parliament love eff nkandla cattle voted da sleepingeven ds asleepds deployed ask max sisulu,14:11:27 18:50:13,"Springs, South Africa","['Parliament', 'Eff', 'Nkandla', 'cattle', 'DA']",0.5,0.6
waters rejects nels assertion question clear mulder voting process call noes eff parliament,14:11:27 18:49:25,South Africa,"['EFF', 'Parliament']",0.10000000000000002,0.3833333333333333
waters rejects nels assertion question clear mulder voting process call noes eff parliament,14:11:27 18:49:25,Cape Town,"['EFF', 'Parliament']",0.10000000000000002,0.3833333333333333
sorry guys branches converted eff born wait watch 2016 local election,14:11:27 18:47:17,"Hammanskraal, South Africa",['EFF'],-0.25,0.5
k dont feel us feel mafias voted anc criminals feel eff voters,14:11:27 18:45:05,"Johannesburg, South Africa",['EFF'],0.0,0.0
k proud eff voter rt feel eff voters,14:11:27 18:44:57,"Johannesburg, South Africa",['EFF'],0.8,1.0
anc mps supported wrong amendment ndlozi cant vote eff parliament,14:11:27 18:42:56,South Africa,"['EFF', 'Parliament']",-0.5,0.9
anc mps supported wrong amendment ndlozi cant vote eff parliament,14:11:27 18:42:56,Cape Town,"['EFF', 'Parliament']",-0.5,0.9
feel eff voters,14:11:27 18:37:44,"Johannesburg, South Africa",['EFF'],0.0,0.0
know come sitting idea frustrate cause know thinking voting eff,14:11:27 18:29:32,"Ivory Park, South Africa",['EFF'],0.0,0.0
eff trying tire mps leave voting,14:11:27 18:19:24,Johannesburg,['EFF'],0.0,0.0
cannot orally present motion write lets suspend house vote eff parliamentrsa,14:11:27 18:10:09,South Africa,"['EFF', 'ParliamentRSA']",0.0,0.0
vetocratic ochlocrats want get voting parlydebate parliament eff,14:11:27 18:06:44,South Africa,"['ParlyDebate', 'Parliament', 'EFF']",0.0,0.0
kuzawudee kufikwe kule voting niyibalekayo eff prolong,14:11:27 18:01:19,"Cape Town, South Africa",['EFF'],0.0,0.0
whatever happening parliament thats voted im proud saygagonanakoyaborokoeither u behave else u jump eff,14:11:27 17:56:56,Polokwane,"['Parliament', 'EFF']",0.8,1.0
things votingyes yes juliusmalema eff,14:11:27 17:36:36,"Roodepoort, South Africa","['JuliusMalema', 'EFF']",0.0,0.0
eff members voting cattles parliament,14:11:27 17:29:53,"Lydenburg, South Africa","['EFF', 'parliament']",0.0,0.0
sum1 juzt tell vote eff useless cause far done nothing satisfying selfless egos bahahaha,14:11:27 17:15:51,"SA,Rustenburg,BloemFUNtein","['EFF', 'egos']",0.033333333333333326,0.7333333333333334
radicalism eff displaying setting disaster selfrespecting person would vote hooliganism,14:11:27 17:15:50,"Soweto, Johannesburg",['EFF'],0.0,0.0
heard didnt vote eff chill fella stop telling us leadership misleading us justsaying,14:11:27 17:12:55,"Johannesburg, South Africa","['EFF', 'JustSaying']",0.0,0.0
parliament eff malema remember given instruction think given instruction vote,14:11:27 15:59:56,"Johannesburg, South Africa","['Parliament', 'EFF', 'Malema']",0.0,0.0
parliament vote report parliament da eff juliusmalema,14:11:27 13:50:26,"Cape Town, South Africa","['parliament', 'DA', 'EFF', 'Juliusmalema']",0.0,0.0
anc eff doingnogood voted qualms obviously,14:11:27 12:30:14,South Africa,"['EFF', 'Doingnogood']",0.0,0.5
terms may election gauteng real eff heartland eff need content elections,14:11:27 09:51:17,"Cape Town, South Africa","['Gauteng', 'EFF', 'EFF']",0.2,0.30000000000000004
would underestimate urban eff vote gauteng eff needs contest byelections,14:11:27 09:48:48,"Cape Town, South Africa","['EFF', 'Gauteng', 'EFF']",0.0,0.0
eff single byelection country yet,14:11:27 08:19:54,"Cape Town, South Africa","['EFF', 'byelection']",-0.07142857142857142,0.21428571428571427
eff cant seem make inroads byelections rt anc kept 13 wards limpopo majority contested anc eff,14:11:27 08:19:20,"Cape Town, South Africa","['EFF', 'byelections', 'EFF']",0.0,0.0
limpopo voters barely given eff lukewarm endorsement brand postmay politics anc convincingly wins wards,14:11:27 06:19:12,"Cape Town, South Africa","['EFF', 'ANC']",0.175,0.15000000000000002
anc hold firm key limpopo local govt byelections limited slippage eff,14:11:27 06:13:18,"Cape Town, South Africa","['ANC', 'EFF']",-0.06785714285714287,0.3857142857142857
eff scoring around 1520 vote limpopo byelections indicates growth party post may 2014 dramatic,14:11:27 06:09:44,"Cape Town, South Africa",['EFF'],-0.4333333333333333,0.6
eff testing attractiveness parliamentary performance ten limpopo local govt byelections today,14:11:26 08:04:40,"Cape Town, South Africa","['EFF', 'SouthAfrica']",0.0,0.0
first real postelection test eff today crucial limpopo local govt byelections,14:11:26 08:01:48,"Cape Town, South Africa",['EFF'],0.1125,0.4083333333333333
eff 2014 elections theyd implementing land expropriation policy da ff wouldnt alliance today,14:11:26 05:39:11,"Pretoria, South Africa",['EFF'],0.0,0.0
bi elections mogalakwena tomorrow let us right thing vote eff,14:11:25 12:15:25,Polokwane,['EFF'],0.2857142857142857,0.5357142857142857
every racist know votes news every criminal know votes eff smalema progressive people vote,14:11:24 15:32:34,South Africa,['EFF'],-0.4,0.55
need huge number black child vote eff cant look anc run country,14:11:23 11:54:51,South Africa,['EFF'],0.11666666666666671,0.6666666666666667
non eff voters busy complaining parliament actions must sit robust,14:11:21 11:43:10,Johannesburg,"['EFF', 'Parliament']",0.1,0.3
imperial think lot depends 2016 elections eff doubles support hell go,14:11:21 11:01:07,"Johannesburg, RSA",['EFF'],0.0,0.0
one thing anc fails get era old people vote time youth eff asijiki,14:11:20 15:04:34,Pretoria,"['EFF', 'asijiki']",-0.2,0.25
voteeff2016 rt without doubt eff,14:11:20 04:48:01,"Durban, South Africa","['VoteEFF2016', 'EFF']",0.0,0.0
wonder voted apc themba godi know nothing eff parliament,14:11:19 20:05:20,South Africa,"['EFF', 'Parliament']",0.0,0.0
voteeff rt house adopts eff motion use dagga medicinal recreational use,14:11:19 18:58:27,Pretoria,"['voteEFF', 'EFF']",0.0,0.0
lol rt eff make sure get good education voteeff next time rt cont,14:11:19 17:28:23,"Soweto, South Africa","['EFF', 'VoteEFF']",0.5,0.5472222222222223
eff gt understandthey 99 black 1 confused white voter,14:11:18 09:16:47,"Pretoria, South Africa",['EFF'],-0.18888888888888888,0.37777777777777777
according ipsos eff supporters 99 black 1 white implies 11000 white people voted,14:11:18 08:42:41,"Centurion, South Africa",['EFF'],-0.05555555555555555,0.14444444444444446
news vote suspension eff procedural fairness trust lead opposition,14:11:18 04:15:03,South Africa,['EFF'],0.0,0.0
mps objected motion raised eff rural rdp houses built township ones wake voter sabc,14:11:16 13:04:28,Polokwane,"['EFF', 'SABC']",0.0,0.0
hahahaha dat means million eff votees take zuma administration eff zumaresigned,14:11:16 12:52:56,"Pretoria, South Africa","['EFF', 'ZumaResigned']",0.2,0.5
mps objected motion raised eff rural rdp houses built township ones wake voting livestock sabc,14:11:16 12:51:35,South Africa,"['EFF', 'SABC']",0.0,0.0
smalema people voted zorro vote lufuno gogoro lets build destroy eff,14:11:16 10:05:20,"South Africa, Midrand",['EFF'],-0.2,0.0
da elections budget eff would done far better da even experts us anc,14:11:15 21:20:35,South Africa,['EFF'],0.3,0.75
mxm effs peoples assembly kimberley nc stopped tomorrow following squabbles violence voting delayed sabcnews,14:11:15 20:25:23,South Africa,"['EFF', 'sabcnews']",0.0,0.1
keep wondering whats going peoples mind voted eff wanted wanted,14:11:15 12:27:40,South Africa,['EFF'],0.0,0.0
social media works worked eff since aired election campaign stil need revolt spheres,14:11:14 18:28:04,"Vanderbijlpark,South Africa",['EFF'],0.06666666666666667,0.3833333333333333
im contemplating reregistering rustenburg cant afford vote another party abstain leadership please unite eff,14:11:14 18:09:42,"Parklands, Cape Town",['EFF'],0.0,0.0
vote eff vain yielding desired results knew sending revolutionaries old age home salute,14:11:14 09:04:10,Polokwane,"['EFF', 'SALUTE']",0.1,0.2
smiling ear ear seeing eff continues reprimand anc happy vote wasnt waste asijiki parliament paybackthemoney,14:11:14 07:15:29,"South Africa, Pretoria","['EFF', 'ANC', 'asijiki', 'parliament', 'PayBackTheMoney']",0.30000000000000004,0.5
blame selves emberasing us regret voting first place leave mbete anc eff da politics,14:11:14 06:31:34,"Pretoria, South Africa","['mbete', 'anc', 'eff', 'da', 'southafrica', 'politics']",0.25,0.3333333333333333
da eff voters got nothing loosebut poor black anc voters arethey voted crooks asijiki,14:11:14 05:16:44,"Soweto, South Africa","['DA', 'EFF', 'ANC', 'Asijiki']",-0.2833333333333333,0.5166666666666666
record eff emerged vote going general,14:11:14 05:11:17,Soweto,['EFF'],0.05000000000000002,0.5
mps go parliament opposition rather leaders taking forwardthe youth cant vote 4 suchancdaeff,14:11:13 18:18:42,"Midrand, South Africa","['ANC', 'DA', 'EFF']",0.0,0.0
yhoo rt feel sorry people voted eff eff nothing party full fools dont know,14:11:13 15:54:57,Mpumalanga,['EFF'],-0.07500000000000001,0.775
guess safe assume eff da gain votesidonotrecognizeyou,14:11:13 15:23:41,south africa,"['EFF', 'DA', 'IdoNotRecognizeYou']",0.5,0.5
lt rt world lt rt plently proudly retweet futhi rt proudly voted eff,14:11:13 12:59:17,"Durban, South Africa",['EFF'],0.8,1.0
proudly voted eff,14:11:13 12:46:50,"Mokopane, South Africa",['EFF'],0.8,1.0
plently proudly retweet futhi rt proudly voted eff,14:11:13 12:44:11,"Johannesburg ,South Africa",['EFF'],0.8,1.0
dont know people abstained want remember didnt vote eff party,14:11:13 09:55:02,"Johannesburg, South Africa",['EFF'],0.0,0.0
land grabs huh eff well waste vote promoting lawlessness revolution entertained feces,14:11:13 09:45:58,Pretoria,['EFF'],-0.2,0.0
matter eff vote eff citizen country read constitution,14:11:13 09:27:05,"Johannesburg, South Africa","['EFF', 'EFF']",0.0,0.0
eff want vote landgrab nkandla,14:11:13 05:12:50,South Africa,"['EFF', 'LandGrab', 'Nkandla']",0.0,0.0
allowed change minds though hoping voters also change minds malema eff zuma anc,14:11:12 12:42:34,South Africa,"['Malema', 'EFF', 'Zuma', 'ANC']",0.0,0.0
sans need held account afterall anc eff politicians arent product creationthey voted,14:11:12 12:25:12,"Umlazi, South Africa","['ANC', 'EFF']",0.0,0.0
eff election poster survive 6 mnths spotted sunday church str pretoria,14:11:11 17:41:33,Pretoria,['EFF'],0.0,0.0
anc mp richard mdakane confirms udm mp mncedisi filtane voted guilty charges eff mps,14:11:10 17:14:02,"Cape Town, South Africa",['EFF'],-0.5,1.0
divide middle cosatu sign rank files discontent anc better wake eff voted,14:11:10 11:38:52,South Africa,"['COSATU', 'ANC', 'EFF']",-0.10000000000000002,0.4666666666666666
1980 smalema alliance led eff already million people voting,14:11:10 05:42:52,"Tshwane, South Africa",['EFF'],0.0,0.0
great noise made year vote eff,14:11:09 18:45:24,"Johannesburg, South Africa",['eff'],0.8,0.75
great noise made year vote eff,14:11:09 18:43:59,South Africa,['eff'],0.8,0.75
anc lose numsa votes eff news,14:11:09 10:26:08,South Africa,"['ANC', 'NUMSA', 'EFF']",0.0,0.0
current staunch eff vehemently antianc supporters vote 2009 policiespeople criticise power,14:11:08 10:58:41,South Africa,"['EFF', 'ANC']",0.0,0.4
anc state owned enterprises failing eff calls nationalisation da talks privatisation move vote,14:11:08 10:16:43,South Africa,"['ANC', 'EFF', 'DA']",0.0,0.0
eff people didnt vote violate dignity parliament action must taken immature mps must corrected,14:11:08 08:45:20,"Pretoria, South Africa",['EFF'],0.1,0.1
lets learn americans local government elections looming lets vote smart eff,14:11:06 04:23:54,South Africa,['EFF'],0.10714285714285714,0.32142857142857145
lets learn americans local government elections looming lets vote smart eff,14:11:05 17:59:34,South Africa,['EFF'],0.10714285714285714,0.32142857142857145
mashile mps voted mps charged charge majority voted guilty eff,14:11:05 12:25:51,"Pretoria, South Africa",['EFF'],-0.5,1.0
eff majority committee anc mps ruled came voting eff mp charges vs says mashile gd,14:11:05 12:22:59,South Africa,['EFF'],0.0,0.0
eff majority committee anc mps ruled came voting eff mp charges vs says mashile,14:11:05 12:22:39,Cape Town,['EFF'],0.0,0.0
mashile mps voted mps charged charge majority voted guilty eff,14:11:05 12:20:36,"Cape Town, South Africa",['EFF'],-0.5,1.0
eff 20 mps found guilty one 7 charges committee voted every members charges sufficient consensus reached,14:11:05 12:20:04,Cape Town,['EFF'],-0.5,1.0
eff mashile says sufficient consensus reached committee voting reconvene 7 nov hear mps arguments mitigation gd,14:11:05 12:18:30,South Africa,['EFF'],0.0,0.0
eff 20 mps found guilty one 7 charges committee voted every members charges gd,14:11:05 12:12:04,South Africa,['EFF'],-0.5,1.0
fighters local level also sitting laurelsgt free berets win votes eff,14:11:02 17:18:50,South Africa,['EFF'],0.4000000000000001,0.4000000000000001
guess really wanna lose oncoming local elections say da eff must get ready power timeforchange,14:10:31 12:23:00,"Boitumelong, South Africa","['DA', 'EFF', 'time_for_change']",0.13333333333333333,0.2333333333333333
smalema use support u order man try change voted u coz love u n eff stop please,14:10:28 23:28:04,"Pretoria, South Africa",['eff'],0.5,0.6
don01 asked earlier compare actions anc eff deserve vote,14:10:28 07:25:24,South Africa,"['ANC', 'EFF']",0.0,0.5
thanks kennykunene left eff bcos cant account voters pa voters left party already,14:10:27 12:14:56,"Tembisa,Gauteng","['kennyKunene', 'EFF', 'PA']",0.06666666666666667,0.06666666666666667
unparliamentary conduct votes confidence eff actually work follow,14:10:27 09:48:57,South Africa,['EFF'],0.0,0.1
smalema well cic even two colleagues work said come 2016 vote eff bullying common,14:10:23 15:53:57,centurion,['EFF'],-0.3,0.5
anc eff asijiki leader really stated say thank people voted power,14:10:22 21:15:25,"Soshanguve, South Africa","['anc', 'EFF', 'ASIJIKI']",0.2,0.2
zanc confused providing houses anymore electorate voted eff coz apartheid didnt affect us,14:10:22 16:55:12,"Pretoria, South Africa",['EFF'],-0.4,0.7
lol mara wena rt phuti ancwl oscarsentencing eff nd losing elections left right centre gauteng dnt forget,14:10:21 09:43:22,South Africa,"['ANCWL', 'OscarSentencing', 'Eff']",0.36190476190476195,0.41190476190476194
good story tell eff wouldnt succeeded previous elections songezo zibi businessday quote,14:10:20 17:37:40,"MOHLAKENG, South Africa","['SouthAfrica', 'EFF', 'businessday', 'quote']",0.26666666666666666,0.38333333333333336
eff initiator randall van voore asking poliah regularly audio voting request speak interpretation systems tested gd,14:10:20 09:19:52,South Africa,['EFF'],0.0,0.07692307692307693
eff initiator randall van voore asking poliah regularly audio voting request speak interpretation systems tested gd,14:10:20 09:19:52,Cape Town,['EFF'],0.0,0.07692307692307693
anc loses cusato 4 tripartheid aliance amcu supports eff wont win next election,14:10:19 12:31:50,Vereeniging,"['ANC', 'Cusato', 'Amcu', 'EFF']",0.16666666666666666,0.16666666666666666
bossman187 lie know radio presenter eff got votes gp,14:10:19 03:15:42,centurion,['EFF'],0.0,0.0
right wing forces elementspya sasco ancyl ycl ampmuslim 1350 voteseff 1200 votes,14:10:18 09:31:07,"Tembisa,Gauteng",['EFF'],0.2857142857142857,0.5357142857142857
fearless revolutionary mind eradicate slaveryexploitation masses za hell capitalism vote eff 2016,14:10:18 04:51:22,"Soshanguve, South Africa",['EFF'],0.0,0.0
eff shakeup sudden interest parliament politics shown sans extend elections earlysigns,14:10:17 19:13:56,"Polokwane, South Africa","['EFF', 'EarlySigns']",0.0,0.5
eff ujdfc going make history today wins src elections asijiki,14:10:17 05:03:09,"Johannesburg, South Africa","['EFF', 'Asijiki']",0.3,0.2
one vote one voice vote eff today uj dfc campus economic freedom lifetime,14:10:16 23:01:16,"Johannesburg, South Africa",['EFF'],0.2,0.2
banna sasco using face biko campaign src elections biko wasnt one use nomvula mnkonyane eff,14:10:16 22:01:02,"Johannesburg, South Africa",['EFF'],0.0,0.0
enough tshirts hand students tomorrow promise well win uj dfc students ask tshirts vote eff,14:10:16 21:58:21,"Johannesburg, South Africa",['EFF'],0.4,0.45
white people uj love eff voting eff,14:10:16 10:51:55,"Johannesburg, South Africa","['EFF', 'EFF']",0.25,0.3
voted eff political reasons someone stepped hoof eff politics baa eff,14:10:16 08:47:45,Cape Town,"['southafrica', 'politics', 'baa', 'EFF']",0.0,0.1
fighters uj dfc good job mobilizing students join hour fighters wits coming vote eff,14:10:15 09:40:33,"Johannesburg, South Africa",['EFF'],0.7,0.6000000000000001
voting stations open uj doornfontein campus src elections deliver eff victory asijiki,14:10:15 07:51:22,"Midrand, South Africa","['EFF', 'Asijiki']",0.0,0.5
vote braaisblades puppetsstudents loans ampcapitalism tendency promoting high fees putting x eff,14:10:15 07:33:39,"Tembisa,Gauteng",['EFF'],0.16,0.5399999999999999
thanks showing support uj eff branch today election campaign hope see tomorrow powertopeople,14:10:14 21:34:07,"Johannesburg, South Africa","['Uj', 'EFF', 'PowerToPeople']",0.2,0.2
anc childish sore losers university limpopo src elections eff anc u lost qha,14:10:14 16:09:59,Cape Town,['EFF'],-0.2,0.5
anc childish sore losers university limpopo src elections eff,14:10:14 16:01:18,South Africa,['EFF'],-0.2,0.5
uj dfc election tomorrow please vote eff,14:10:14 12:06:41,"Johannesburg, South Africa",['EFF'],0.0,0.0
witness eff best 2 ensure dat campaigns universities well funded w call anc also fund sasco elections,14:10:13 19:56:20,Pretoria,"['eff', 'ANC']",1.0,0.3
overthrow zanc next election rt south africa see progress unless eff overthrows thieving anc,14:10:12 17:44:31,"Atteridgeville, South Africa",['EFF'],0.0,0.0
till december eff conferences delegates voting prominent leaders appointments visit branch,14:10:12 16:10:57,South Africa,['EFF'],0.5,1.0
ancs manin objective deal eff recent src election results tuks running scared asijiki,14:10:12 10:51:50,Soweto ,"['eff', 'Asijiki']",0.0,0.175
newage crime crime daveyton campaigning votes eff asijiki,14:10:11 15:56:28,"Gauteng, South Africa","['Daveyton', 'EFF', 'Asijiki']",0.0,0.0
eff splinter group says eff leaders liars hypocrites stole votes poor masses effisdying,14:10:11 07:56:18,South Africa,"['EFF', 'EFF', 'EFFisDYING']",-0.4,0.6
gonna stand eff crowd via 2014srcelections university limpopo,14:10:11 06:02:53,"Alberton, South Africa","['EFF', '2014_SRC_Elections']",0.0,0.0
eff srcelections victory still,14:10:10 23:26:47,"Cork Mpumalanga, South Africa","['EFF', 'SRC_elections']",0.0,0.0
eff wins limpopo university src elections stronghold ruling anc eff,14:10:10 17:11:29,"Johannesburg, South Africa",['EFF'],0.3,0.2
glad u noticed eff wins limpopo university src elections stronghold ruling,14:10:10 16:56:46,"Gauteng, South Africa",['EFF'],0.4,0.6
lol hawu rt welcome eff general ive downloaded election cont,14:10:10 13:00:45,Johannesburg,['EFF'],0.55,0.7000000000000001
welcome eff general ive downloaded election manifesto let know mase ngiready,14:10:10 12:58:18,South Africa,['EFF'],0.42500000000000004,0.7
800 voted eff kyasands 13 voters wonder anc blocking eff,14:10:10 12:00:59,South Africa,"['EFF', 'KyaSands']",0.0,0.0
okay lets talk eff ulsrcelections party everything see fitters everywhere viva eff viva,14:10:10 11:11:24,South Africa,"['EFF', 'ULSRCelections', 'EFF']",0.5,0.5
eff alleged immediately election received everything air tickets accommodation money parliament,14:10:10 11:07:48,"Johannesburg, South Africa",['EFF'],-0.1,0.1
turfloop eff runs town haymani u said eff win election anc wil lyktxo wee whati cant believe xt,14:10:10 09:39:18,"Polokwane, South Africa","['turfloop', 'eff', 'eff', 'anc']",0.8,0.4
rt wow eff src elections university limpopo congratulations eff studentpolitics,14:10:10 09:30:10,Johannesburg,"['EFF', 'StudentPolitics']",0.1,1.0
eff limpopo mpl jossey buthane celebrating party src elections victory university limpopo,14:10:10 09:25:43,Johannesburg,['EFF'],0.0,0.0
big ups eff src elections universityoflimpopo,14:10:10 09:06:04,Pretoria,"['EFF', 'UniversityOfLimpopo']",0.0,0.1
university limpopo srcelections congratulations eff asijiki rule turfloop campus,14:10:10 07:35:55,"Cork Mpumalanga, South Africa","['SRC_elections', 'EFF', 'asijiki']",0.0,0.0
congratulations order eff students university limpopo turfloop campus winning src election asijiki,14:10:10 07:00:26,Centurion,"['EFF', 'ASiJiKi']",0.5,0.75
eff src elections university limpopo 10 seatsthe revolution motion,14:10:10 06:29:02,pretoria,['EFF'],0.0,0.0
cosatu join eff message gang crooks donotvoteanc news udm ifp,14:10:10 06:06:33,Cape Town,"['EFF', 'DoNotVoteANC', 'UDM', 'IFP']",0.0,0.0
cosas sasco longer relevant leadership free quality education never realized students please vote eff,14:10:10 05:54:00,"Pretoria, South Africa",['EFF'],0.4,0.8500000000000001
everyone contesting n isnt macyar bee dnt trust dis eff boys dey power hungry ulsrcelections,14:10:10 05:17:05,"Johannesburg, South Africa","['EFF', 'ULSRCelections']",0.0,0.0
sex elections university limpopo turfloop campus said still saying eff government waiting,14:10:10 04:20:26,South Africa,['EFF'],0.0,0.0
deepa official eff 2014srcelections university limpopowhere bladelol,14:10:10 04:04:27,SOUTH AFRICA,"['EFF', '2014_SRC_Elections']",0.0,0.0
bad news 2report eff 2014srcelections u suspended u mention ds victory intellectuals,14:10:10 03:58:34,"Springs, South Africa","['EFF', '2014_SRC_Elections']",-0.6999999999999998,0.6666666666666666
otherwise thank turflop student voting effchesa,14:10:10 03:53:46,"Cape Town, South Africa",['EFF'],0.0,0.0
consolidate students power eff 2014srcelections universityoflimpopo smalema,14:10:10 03:52:53,"Alberton, South Africa","['EFF', '2014_SRC_Elections', 'University_of_Limpopo']",0.0,0.0
official eff 2014srcelections university limpopo newage,14:10:10 03:45:24,"Alberton, South Africa","['EFF', '2014_SRC_Elections']",0.0,0.0
eff srcelections smalema please dont wait zuma pay back money nationalize wizzit cards lol,14:10:10 03:28:58,"Diepkloof, South Africa","['EFF', 'SRCelections']",0.4,0.35
smalemas eff officially turfloop campus src elections could turnout biggest initial victory ever,14:10:10 03:13:49,"Pretoria, South Africa",['EFF'],0.0,0.0
campus voting tonight long queue economic emancipation vote eff one asijiki,14:10:09 18:43:56,"Johannesburg, South Africa","['EFF', 'Asijiki']",0.07500000000000001,0.30000000000000004
src election university limpopo remeber eff always fight uforthose whose right deniedright education vote eff,14:10:09 08:09:47,"Midrand, South Africa",['EFF'],0.2857142857142857,0.5357142857142857
imagine eff majority votes happen south africa unfortunately reality 6 sham nee,14:10:09 05:04:15,South Africa,['EFF'],-0.35,0.65
trust eff throw bash weeksrculelections,14:10:08 20:49:06,South Africa,['EFF'],0.0,0.0
eff rocking campus srcelection asijiki thespiritofafighter,14:10:08 16:20:43,"Cork Mpumalanga, South Africa","['EFF', 'SRC_election', 'Asijiki', 'TheSpiritOfAFighter']",0.0,0.0
awkward moment leftie heaven effs malema sold voters starts look like hellbut ke irony lost,14:10:08 12:45:25,"Umlazi, South Africa","['EFF', 'Malema']",-0.6,1.0
recall eff promising voters accept privilege mps enter parly,14:10:08 09:13:05,South Africa,"['EFF', 'Parly']",0.2,0.5
eff wanna treated like majority party must win elections legalize anarchy,14:10:08 08:20:43,South Africa,['EFF'],0.8,0.4
people didnt vote eff suddenly audacity tell us eff becoming boring predictable care really,14:10:08 04:01:38,"Johannesburg, South Africa",['EFF'],-0.11000000000000001,0.6100000000000001
dont regret voting eff smalema,14:10:07 19:51:35,pretoria,['EFF'],0.0,0.0
apparently eff gonna run pairlament everyday represent views people voted,14:10:07 18:14:29,"Ngcobo, South Africa ",['EFF'],-0.07500000000000001,0.475
heard didnt vote eff chill stop telling us leadership misleading us,14:10:07 14:55:12,"Johannesburg, South Africa",['EFF'],0.0,0.0
think conduct eff mps parliamentary disciplinary hearing vote tnapoll,14:10:07 13:50:46,"Midrand, South Africa","['EFF', 'TNAPoll']",0.0,0.0
without fear favour im glad voted eff,14:10:07 11:11:24,"Mpumalanga, Afrika Borwa 🇿🇦",['EFF'],0.5,1.0
malema employees 1 million people voted us employees eff,14:10:07 10:51:20,south africa,['EFF'],0.0,0.0
eff trending yet good show voteeff2016,14:10:07 10:15:02,"Durban, South Africa","['EFF', 'VoteEFF2016']",0.7,0.6000000000000001
eff representing us wellwhat need simple fair playaway dictatorship waste vote eff paybackthemoney,14:10:07 10:14:35,"Pretoria, South Africa",['EFF'],0.16666666666666666,0.41904761904761906
without fear favour im glad voted eff,14:10:07 10:05:22,"Cape Town, South Africa",['EFF'],0.5,1.0
eff malema speaker knew well house majority vote suspension eff mps,14:10:07 09:43:08,"Johannesburg, South Africa","['EFF', 'Malema']",0.0,0.0
eff determined fight every step pity benefit voters much,14:10:07 09:16:24,"South Africa, Vereeniging ",['EFF'],0.05,0.2
eff hearing biased serves rulling partys south africans votes constitutional mandate superior,14:10:07 08:46:11,"Pretotia, South Africa",['EFF'],0.7,0.9
anc voters stared eff voter promise pit even shuddered feari repeat sans lefties ask sacp wasp,14:10:07 08:28:01,"Umlazi, South Africa","['ANC', 'EFF', 'SACP']",0.0,0.0
eff voters failed understand policies malema advocated would steal sadly statism sees income bracket,14:10:07 08:26:17,"Umlazi, South Africa","['EFF', 'Malema', 'statism']",-0.5,0.65
eff literally ran statism theft ticket 6 voting south africans loved it94 didnt proof enough sans lefties,14:10:07 08:07:08,"Umlazi, South Africa","['EFF', 'statism']",0.35,0.65
eff looked face told theyd take away rights little property may still voted odd,14:10:07 07:54:25,"Umlazi, South Africa",['EFF'],-0.17708333333333331,0.375
yes eff youth voted another party anc idiot,14:10:06 17:23:54,"Nelspruit, South Africa",['EFF'],-0.8,0.8
hlaudis ban eff da tv adsgt duarte accuses parties buying votes elections ancgp,14:10:05 14:20:33,South Africa,"['EFF', 'DA', 'ANCGP']",0.0,0.0
anc general doesnt members confused voters eff members good standing including voters good standing,14:10:05 14:17:10,South Africa,['EFF'],0.26249999999999996,0.6000000000000001
even anc remove zuma id still vote eff,14:10:04 17:52:10,Johannesburg,['EFF'],0.0,0.0
care country constitution stop voting party care defendconstitution eff,14:10:03 11:05:06,"Protea North, Soweto,J'burg","['defendConstitution', 'EFf']",0.0,0.0
